scenario,family,model,group_SPD,group_DI,group_EOD,group_AOD,group_EqOdds,group_PP,group_Theil,group_TPR_White,group_TPR_Black,group_FPR_White,group_FPR_Black,group_PosRate_White,group_PosRate_Black,group_Precision_White,group_Precision_Black,ind_consistency,ind_cf_fairness,block,ldp_eps
augmented_add_comparators_bidir,logistic_regression,augmented_add_comparators_bidir_logistic_regression,0.16413463152593585,0.590299601927509,0.18546365914786966,0.12844611528822053,0.18546365914786966,0.11561461794019934,0.39340223490999016,0.5714285714285714,0.38596491228070173,0.21428571428571427,0.14285714285714285,0.40062111801242234,0.23648648648648649,0.7441860465116279,0.6285714285714286,0.9006472491909385,0.9174757281553398,all_no_ldp,
augmented_add_comparators_bidir,random_forest,augmented_add_comparators_bidir_random_forest,0.1843419506462985,0.6145577395577395,0.18984962406015038,0.14437536148062463,0.18984962406015038,0.1050903119868637,0.38385562304131376,0.6547619047619048,0.4649122807017544,0.2857142857142857,0.18681318681318682,0.4782608695652174,0.2939189189189189,0.7142857142857143,0.6091954022988506,0.8666666666666667,0.9158576051779935,all_no_ldp,
augmented_add_comparators_bidir,xgboost,augmented_add_comparators_bidir_xgboost,0.12881903642773207,0.7178249678249679,0.11842105263157898,0.0974223145275777,0.11842105263157898,0.1202749140893471,0.45013754732516303,0.5833333333333334,0.4649122807017544,0.3181818181818182,0.24175824175824176,0.45652173913043476,0.3277027027027027,0.6666666666666666,0.5463917525773195,0.727831715210356,0.8818770226537217,all_no_ldp,
fl_baseline,lr,baseline_lr,0.32808040960214874,0.3858029541169076,0.380952380952381,0.29612054612054617,0.380952380952381,0.07472359893252001,0.38861753679410566,0.7142857142857143,0.3333333333333333,0.33766233766233766,0.12637362637362637,0.5341614906832298,0.20608108108108109,0.6976744186046512,0.6229508196721312,0.9200647249190939,0.9385113268608414,all_no_ldp,
fl_baseline,rf,baseline_rf,0.28563035084774213,0.4861845085308773,0.287593984962406,0.24644434512855568,0.287593984962406,0.05656424581005581,0.38385562304131376,0.7261904761904762,0.43859649122807015,0.37012987012987014,0.16483516483516483,0.5559006211180124,0.2702702702702703,0.6815642458100558,0.625,0.8381877022653722,0.8300970873786407,all_no_ldp,
fl_baseline,xgb,baseline_xgb,0.21348833305355042,0.5979927295716769,0.20770676691729328,0.17952770913297234,0.20770676691729328,0.09698892621624988,0.4275518947099467,0.6726190476190477,0.4649122807017544,0.37662337662337664,0.22527472527472528,0.531055900621118,0.31756756756756754,0.6608187134502924,0.5638297872340425,0.7116504854368932,0.7394822006472492,all_no_ldp,
fl_eg_dp,lr,eg_dp_lr,0.007533154272284681,0.9799530935894573,0.04479949874686717,-0.026801049827365614,0.0984015984015984,0.23648494957919475,0.4152212822710972,0.5535714285714286,0.5087719298245614,0.18181818181818182,0.2802197802197802,0.37577639751552794,0.36824324324324326,0.768595041322314,0.5321100917431193,0.8676375404530744,0.7847896440129449,all_no_ldp,
fl_eg_dp,rf,eg_dp_rf,0.020710928319623956,0.9546332046332047,0.002192982456140302,-0.021880531748952825,0.04595404595404595,0.16389811738648952,0.40546510734063596,0.625,0.6228070175438597,0.2727272727272727,0.31868131868131866,0.45652173913043476,0.4358108108108108,0.7142857142857143,0.5503875968992248,0.7857605177993527,0.7427184466019418,all_no_ldp,
fl_eg_dp,xgb,eg_dp_xgb,0.0393444686922948,0.9171966083730789,0.013471177944862078,0.005237087473929536,0.013471177944862078,0.140750873993008,0.4603417174845011,0.6011904761904762,0.5877192982456141,0.33766233766233766,0.34065934065934067,0.4751552795031056,0.4358108108108108,0.6601307189542484,0.5193798449612403,0.6877022653721683,0.6779935275080906,all_no_ldp,
fl_eg_eo,lr,eg_eo_lr,0.050465838509316796,0.8813868613138686,0.015977443609022535,0.008737972553761991,0.015977443609022535,0.13145262050371542,0.4103312969843572,0.5773809523809523,0.5614035087719298,0.2597402597402597,0.25824175824175827,0.4254658385093168,0.375,0.708029197080292,0.5765765765765766,0.8245954692556634,0.8009708737864077,all_no_ldp,
fl_eg_eo,rf,eg_eo_rf,0.06718986066812155,0.8557657657657658,0.06109022556390975,0.02355210578894787,0.06109022556390975,0.15887005649717512,0.38623374544255523,0.6488095238095238,0.5877192982456141,0.2662337662337662,0.2802197802197802,0.4658385093167702,0.39864864864864863,0.7266666666666667,0.5677966101694916,0.7970873786407767,0.7653721682847896,all_no_ldp,
fl_eg_eo,xgb,eg_eo_xgb,0.09933691455430588,0.79495841995842,0.0692355889724311,0.06383857370699478,0.0692355889724311,0.1163967611336032,0.44507424537606793,0.6130952380952381,0.543859649122807,0.34415584415584416,0.2857142857142857,0.484472049689441,0.38513513513513514,0.6602564102564102,0.543859649122807,0.7009708737864078,0.7135922330097088,all_no_ldp,
fl_eg_tpr,lr,eg_tpr_lr,0.02077387946953163,0.945170580416482,0.0328947368421052,-0.014771412797728617,0.06243756243756243,0.19873182802350764,0.42013529706607455,0.5416666666666666,0.5087719298245614,0.2012987012987013,0.26373626373626374,0.37888198757763975,0.3581081081081081,0.7459016393442623,0.5471698113207547,0.8660194174757282,0.7912621359223301,all_no_ldp,
fl_eg_tpr,rf,eg_tpr_rf,0.06637149571932183,0.8603161985514927,0.043546365914787,0.0217731829573935,0.043546365914787,0.14217036676929729,0.3910070241877613,0.6488095238095238,0.6052631578947368,0.2857142857142857,0.2857142857142857,0.4751552795031056,0.40878378378378377,0.7124183006535948,0.5702479338842975,0.8048543689320389,0.7750809061488673,all_no_ldp,
fl_eg_tpr,xgb,eg_tpr_xgb,0.11513765318113145,0.768285472972973,0.11058897243107768,0.0817680126890653,0.11058897243107768,0.13777654867256628,0.44255217594708407,0.6369047619047619,0.5263157894736842,0.34415584415584416,0.29120879120879123,0.4968944099378882,0.38175675675675674,0.66875,0.5309734513274337,0.6954692556634304,0.7071197411003236,all_no_ldp,
fl_gs_dp,lr,gs_dp_lr,-0.002056404230317277,1.005564387917329,0.024122807017543768,-0.037139395692027316,0.0984015984015984,0.22834224598930475,0.41767527122893816,0.5416666666666666,0.5175438596491229,0.18181818181818182,0.2802197802197802,0.3695652173913043,0.3716216216216216,0.7647058823529411,0.5363636363636364,0.8637540453074434,0.7750809061488673,all_no_ldp,
fl_gs_dp,rf,gs_dp_rf,-0.04047758939063284,1.0958366454689983,-0.042293233082706716,-0.0795881749829118,0.1168831168831169,0.20239373121511373,0.4226013895575422,0.5892857142857143,0.631578947368421,0.24025974025974026,0.35714285714285715,0.422360248447205,0.46283783783783783,0.7279411764705882,0.5255474452554745,0.7640776699029126,0.6941747572815534,all_no_ldp,
fl_gs_dp,xgb,gs_dp_xgb,-0.002937720329024729,1.0064350064350065,-0.027568922305764465,-0.039758487126908215,0.051948051948051965,0.1582132853141256,0.4476026917257007,0.5952380952380952,0.6228070175438597,0.3051948051948052,0.35714285714285715,0.45652173913043476,0.4594594594594595,0.6802721088435374,0.5220588235294118,0.6961165048543689,0.6747572815533981,all_no_ldp,
fl_gs_eo,lr,gs_eo_lr,0.32808040960214874,0.3858029541169076,0.380952380952381,0.29612054612054617,0.380952380952381,0.07472359893252001,0.38861753679410566,0.7142857142857143,0.3333333333333333,0.33766233766233766,0.12637362637362637,0.5341614906832298,0.20608108108108109,0.6976744186046512,0.6229508196721312,0.9200647249190939,0.9385113268608414,all_no_ldp,
fl_gs_eo,rf,gs_eo_rf,0.28563035084774213,0.4861845085308773,0.287593984962406,0.24644434512855568,0.287593984962406,0.05656424581005581,0.38385562304131376,0.7261904761904762,0.43859649122807015,0.37012987012987014,0.16483516483516483,0.5559006211180124,0.2702702702702703,0.6815642458100558,0.625,0.8381877022653722,0.8300970873786407,all_no_ldp,
fl_gs_eo,xgb,gs_eo_xgb,0.21348833305355042,0.5979927295716769,0.20770676691729328,0.17952770913297234,0.20770676691729328,0.09698892621624988,0.4275518947099467,0.6726190476190477,0.4649122807017544,0.37662337662337664,0.22527472527472528,0.531055900621118,0.31756756756756754,0.6608187134502924,0.5638297872340425,0.7116504854368932,0.7394822006472492,all_no_ldp,
fl_to_dp,lr,to_dp_lr,-0.0020144367970454935,1.0041580041580043,0.005639097744360888,-0.04013749408486253,0.08591408591408595,0.19123931623931634,0.4250735786992054,0.6547619047619048,0.6491228070175439,0.2987012987012987,0.38461538461538464,0.484472049689441,0.4864864864864865,0.7051282051282052,0.5138888888888888,0.874757281553398,0.7556634304207119,all_no_ldp,
fl_to_dp,rf,to_dp_rf,0.007575121705556465,0.984562093739309,0.014724310776942362,-0.03334713532081954,0.08141858141858144,0.19071434894219708,0.40789524219020196,0.6726190476190477,0.6578947368421053,0.2922077922077922,0.37362637362637363,0.4906832298136646,0.4831081081081081,0.7151898734177216,0.5244755244755245,0.7744336569579288,0.7459546925566343,all_no_ldp,
fl_to_dp,xgb,to_dp_xgb,0.021088635219070007,0.9570218953130345,-0.015350877192982448,-0.016916197837250457,0.018481518481518466,0.13937710591020858,0.4476026917257007,0.625,0.6403508771929824,0.34415584415584416,0.3626373626373626,0.4906832298136646,0.46959459459459457,0.6645569620253164,0.5251798561151079,0.7003236245954693,0.7055016181229773,all_no_ldp,
fl_to_eo,lr,to_eo_lr,0.044569414134631447,0.9160739687055478,0.029448621553884724,0.007481553534185115,0.029448621553884724,0.1527777777777778,0.44255217594708407,0.6785714285714286,0.6491228070175439,0.37012987012987014,0.38461538461538464,0.531055900621118,0.4864864864864865,0.6666666666666666,0.5138888888888888,0.8187702265372169,0.7459546925566343,all_no_ldp,
fl_to_eo,rf,to_eo_rf,0.05541799563538696,0.8856115731115731,0.04385964912280693,0.01094081357239246,0.04385964912280693,0.15889359983848172,0.38861753679410566,0.6666666666666666,0.6228070175438597,0.2857142857142857,0.3076923076923077,0.484472049689441,0.42905405405405406,0.717948717948718,0.5590551181102362,0.7666666666666667,0.7362459546925566,all_no_ldp,
fl_to_eo,xgb,to_eo_xgb,0.08336830619439317,0.8373054873054873,0.04918546365914778,0.048069255306097375,0.04918546365914778,0.12092579336673825,0.45522661682518234,0.6369047619047619,0.5877192982456141,0.37662337662337664,0.32967032967032966,0.5124223602484472,0.42905405405405406,0.6484848484848484,0.5275590551181102,0.6857605177993528,0.6990291262135923,all_no_ldp,
