age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree_enc,sex_enc,race_enc,id
31.0,4,0,0,0,0,0.0,0.0,274
20.0,0,0,0,0,1,0.0,1.0,275
25.0,2,0,0,0,0,0.0,0.0,276
77.0,0,0,0,0,0,0.0,1.0,277
25.0,0,0,0,0,0,0.0,1.0,278
27.0,10,0,0,0,1,0.0,1.0,279
39.0,4,0,0,0,1,0.0,0.0,280
28.0,0,0,0,0,1,0.0,1.0,281
28.0,11,1,0,1,1,0.0,1.0,282
29.0,11,0,0,0,1,0.0,1.0,283
20.0,1,0,1,0,1,0.0,1.0,284
42.0,0,0,0,0,1,0.0,1.0,285
40.0,1,0,0,0,0,0.0,1.0,286
30.0,1,0,0,0,1,0.0,1.0,287
20.0,1,1,0,1,1,0.0,1.0,288
32.0,4,0,0,0,1,0.0,1.0,289
26.0,3,0,0,0,1,1.0,1.0,290
41.0,5,0,0,0,0,0.0,0.0,291
32.0,4,0,0,0,1,0.0,0.0,292
30.0,8,1,0,2,1,0.0,1.0,293
62.0,2,0,0,0,1,0.0,0.0,294
73.0,2,0,0,0,0,0.0,0.0,295
29.0,7,0,2,1,1,0.0,1.0,296
33.0,0,0,0,0,1,0.0,1.0,297
23.0,2,0,0,0,1,1.0,0.0,298
42.0,8,0,0,0,1,0.0,0.0,299
24.0,1,0,0,0,1,0.0,1.0,300
36.0,17,0,2,0,1,0.0,1.0,301
37.0,2,0,0,0,0,0.0,0.0,302
28.0,4,0,0,1,0,0.0,0.0,303
41.0,0,0,0,0,0,1.0,1.0,304
29.0,29,0,0,0,1,0.0,1.0,305
24.0,2,0,0,0,1,1.0,0.0,306
43.0,2,0,0,0,1,0.0,1.0,307
30.0,2,0,0,0,1,1.0,1.0,308
21.0,0,0,0,0,1,0.0,1.0,309
32.0,4,0,0,0,0,0.0,0.0,310
26.0,2,0,0,0,1,0.0,0.0,311
26.0,0,0,0,0,0,0.0,1.0,312
23.0,3,0,0,1,1,0.0,0.0,313
24.0,1,0,0,0,0,1.0,1.0,314
26.0,5,0,0,0,0,0.0,0.0,315
23.0,3,0,0,0,1,0.0,1.0,316
28.0,2,0,0,0,1,1.0,0.0,317
22.0,1,0,0,0,1,0.0,1.0,318
32.0,17,0,1,0,1,0.0,0.0,319
56.0,0,0,0,0,1,0.0,1.0,320
38.0,0,0,0,0,1,0.0,1.0,321
36.0,4,0,0,0,0,0.0,1.0,322
38.0,2,0,0,0,1,1.0,0.0,323
30.0,3,0,0,0,0,1.0,0.0,324
22.0,3,0,0,0,1,0.0,0.0,325
39.0,5,0,0,0,1,1.0,0.0,326
22.0,0,0,0,0,1,1.0,1.0,327
31.0,2,0,0,0,1,0.0,0.0,328
55.0,2,0,0,0,1,1.0,0.0,329
62.0,2,0,0,0,0,0.0,0.0,330
32.0,1,0,0,0,1,0.0,1.0,331
39.0,10,0,0,0,1,1.0,0.0,332
29.0,9,0,0,0,1,0.0,0.0,333
31.0,11,0,0,3,1,0.0,0.0,334
23.0,6,0,0,1,1,0.0,0.0,335
44.0,1,0,0,0,0,0.0,1.0,336
33.0,2,0,0,0,0,0.0,0.0,337
26.0,3,0,0,0,1,1.0,1.0,338
22.0,0,0,0,0,0,1.0,1.0,339
25.0,3,0,0,0,1,0.0,0.0,340
35.0,8,0,0,1,1,0.0,1.0,341
24.0,2,0,0,0,1,0.0,0.0,342
24.0,5,0,0,0,1,0.0,1.0,343
57.0,2,0,0,0,1,0.0,0.0,344
43.0,0,0,0,0,1,0.0,1.0,345
25.0,2,0,0,0,1,0.0,0.0,346
27.0,2,0,0,0,1,0.0,0.0,347
21.0,0,0,0,0,0,0.0,1.0,348
31.0,11,0,0,0,0,0.0,1.0,349
36.0,4,2,0,0,0,1.0,1.0,350
26.0,1,0,0,0,0,0.0,1.0,351
21.0,3,0,0,0,1,0.0,1.0,352
21.0,1,0,0,0,0,1.0,1.0,353
25.0,3,0,1,0,0,0.0,1.0,354
36.0,7,0,0,0,1,0.0,1.0,355
35.0,2,0,0,0,1,1.0,1.0,356
41.0,2,0,0,0,0,0.0,0.0,357
28.0,2,0,0,0,1,1.0,0.0,358
34.0,2,0,0,0,1,0.0,1.0,359
22.0,0,0,0,0,0,1.0,1.0,360
52.0,6,0,0,0,0,0.0,0.0,361
43.0,2,0,0,0,0,0.0,0.0,362
21.0,1,0,1,0,1,0.0,1.0,363
33.0,4,0,0,0,1,1.0,0.0,364
56.0,5,0,0,0,1,0.0,1.0,365
23.0,1,0,0,1,1,0.0,1.0,366
26.0,9,0,0,0,1,0.0,0.0,367
26.0,1,0,0,0,0,1.0,1.0,368
21.0,1,0,0,0,1,0.0,1.0,369
28.0,12,0,8,2,1,0.0,1.0,370
25.0,5,0,0,1,1,0.0,1.0,371
23.0,8,0,0,0,1,0.0,0.0,372
50.0,7,0,0,0,1,0.0,0.0,373
44.0,8,0,0,0,1,0.0,0.0,374
34.0,11,1,0,0,1,0.0,1.0,375
24.0,5,0,0,0,1,0.0,0.0,376
20.0,2,0,0,1,1,0.0,0.0,377
29.0,3,0,0,0,0,0.0,1.0,378
22.0,0,0,0,0,1,1.0,1.0,379
24.0,2,0,0,0,1,0.0,0.0,380
20.0,0,0,0,0,1,0.0,1.0,381
19.0,2,0,0,0,0,0.0,0.0,382
20.0,2,0,1,0,1,0.0,1.0,383
38.0,4,0,0,0,1,0.0,0.0,384
29.0,3,0,0,0,1,1.0,0.0,385
36.0,3,0,0,0,0,0.0,0.0,386
36.0,2,0,0,0,1,0.0,1.0,387
45.0,2,0,0,0,0,0.0,0.0,388
30.0,6,0,0,0,1,0.0,1.0,389
26.0,3,0,0,0,0,0.0,0.0,390
36.0,2,0,0,0,0,0.0,0.0,391
24.0,1,0,0,0,1,0.0,1.0,392
21.0,2,0,0,0,1,0.0,0.0,393
48.0,3,0,0,0,0,0.0,0.0,394
22.0,3,0,1,0,1,0.0,1.0,395
30.0,11,0,0,0,1,0.0,1.0,396
24.0,0,0,0,0,1,0.0,1.0,397
59.0,2,0,0,0,0,0.0,0.0,398
54.0,6,0,0,0,0,0.0,0.0,399
21.0,2,0,0,0,1,0.0,0.0,400
34.0,3,0,0,0,0,0.0,0.0,401
24.0,4,0,1,0,1,0.0,1.0,402
35.0,4,0,0,0,0,0.0,1.0,403
25.0,13,4,0,0,1,0.0,1.0,404
22.0,0,0,0,0,1,0.0,1.0,405
37.0,6,0,0,0,0,0.0,0.0,406
32.0,0,0,0,0,0,1.0,1.0,407
31.0,4,0,0,0,1,0.0,0.0,408
41.0,3,0,0,0,0,0.0,0.0,409
35.0,22,0,0,0,1,0.0,1.0,410
53.0,3,0,0,0,1,0.0,0.0,411
47.0,3,0,0,0,1,0.0,1.0,412
44.0,3,0,0,0,1,0.0,0.0,413
49.0,4,0,0,0,1,0.0,1.0,414
25.0,3,0,0,0,1,0.0,0.0,415
48.0,0,0,0,0,1,0.0,1.0,416
35.0,5,0,0,2,1,0.0,0.0,417
23.0,2,0,0,0,0,0.0,1.0,418
58.0,1,0,0,0,1,0.0,1.0,419
25.0,3,0,0,0,1,0.0,0.0,420
28.0,2,0,0,0,1,1.0,0.0,421
48.0,0,0,0,0,0,0.0,1.0,422
26.0,6,0,0,0,1,1.0,0.0,423
34.0,2,0,0,0,1,0.0,0.0,424
22.0,0,0,0,0,0,0.0,1.0,425
20.0,5,0,0,0,1,0.0,0.0,426
34.0,1,0,0,0,0,0.0,1.0,427
28.0,8,0,0,0,0,0.0,1.0,428
29.0,5,0,0,0,1,1.0,1.0,429
28.0,5,0,0,0,1,0.0,1.0,430
27.0,2,0,0,0,0,0.0,0.0,431
21.0,4,0,3,1,0,1.0,1.0,432
25.0,2,0,0,0,1,0.0,0.0,433
36.0,0,0,0,0,0,1.0,1.0,434
36.0,16,3,0,0,1,0.0,1.0,435
45.0,11,0,0,0,1,0.0,1.0,436
28.0,5,0,0,0,0,0.0,1.0,437
36.0,3,0,0,0,1,0.0,1.0,438
31.0,2,0,0,0,1,0.0,0.0,439
38.0,5,0,0,0,1,0.0,0.0,440
49.0,3,0,0,0,0,1.0,0.0,441
24.0,9,0,1,0,0,0.0,1.0,442
58.0,3,0,0,0,1,0.0,0.0,443
38.0,4,0,0,0,0,0.0,1.0,444
33.0,6,0,0,0,0,1.0,0.0,445
31.0,4,0,0,0,1,0.0,1.0,446
27.0,4,1,0,0,1,0.0,1.0,447
30.0,5,0,0,0,0,0.0,0.0,448
26.0,24,1,3,0,0,0.0,1.0,449
24.0,1,0,0,0,0,0.0,1.0,450
27.0,2,0,0,0,0,0.0,0.0,451
53.0,4,0,0,0,1,0.0,1.0,452
36.0,2,0,0,0,1,0.0,1.0,453
33.0,2,0,0,0,1,1.0,1.0,454
36.0,3,0,0,0,0,1.0,0.0,455
49.0,4,0,0,0,0,1.0,0.0,456
28.0,3,0,0,0,1,1.0,1.0,457
52.0,4,0,0,0,1,0.0,0.0,458
49.0,6,0,0,0,0,0.0,0.0,459
48.0,22,0,0,0,1,0.0,0.0,460
21.0,1,0,0,0,1,0.0,1.0,461
21.0,0,0,0,0,0,0.0,1.0,462
58.0,4,0,0,0,1,0.0,0.0,463
30.0,9,0,0,0,0,1.0,0.0,464
28.0,2,0,0,0,1,0.0,0.0,465
34.0,2,0,0,0,0,0.0,0.0,466
25.0,7,0,0,0,1,0.0,0.0,467
35.0,2,0,0,0,1,1.0,0.0,468
22.0,0,0,0,1,1,0.0,1.0,469
34.0,13,3,1,0,1,0.0,1.0,470
31.0,0,0,0,0,0,1.0,1.0,471
21.0,0,0,0,0,0,1.0,1.0,472
44.0,14,0,0,0,1,0.0,1.0,473
32.0,2,0,0,0,0,1.0,0.0,474
34.0,3,0,0,0,1,0.0,1.0,475
30.0,0,0,0,0,1,0.0,1.0,476
25.0,14,1,6,1,1,0.0,1.0,477
24.0,1,0,0,0,1,0.0,1.0,478
65.0,2,0,0,0,0,0.0,0.0,479
26.0,10,1,0,0,1,0.0,1.0,480
41.0,6,0,0,0,1,0.0,0.0,481
46.0,2,0,0,0,0,0.0,0.0,482
41.0,1,0,0,0,1,0.0,1.0,483
64.0,13,0,0,0,0,0.0,1.0,484
32.0,15,2,0,0,1,0.0,1.0,485
24.0,0,0,0,0,1,0.0,1.0,486
31.0,15,0,3,4,1,0.0,1.0,487
27.0,2,0,0,0,1,0.0,1.0,488
20.0,1,0,0,1,0,0.0,1.0,489
51.0,8,0,0,0,0,0.0,1.0,490
20.0,2,0,0,1,1,0.0,1.0,491
21.0,0,0,0,0,1,0.0,1.0,492
27.0,18,0,2,1,1,0.0,1.0,493
34.0,15,0,0,0,1,0.0,0.0,494
27.0,5,0,0,0,1,0.0,1.0,495
27.0,10,0,1,0,1,1.0,1.0,496
48.0,14,0,0,0,1,0.0,0.0,497
28.0,2,0,0,0,1,0.0,1.0,498
49.0,2,0,0,0,1,0.0,0.0,499
21.0,0,0,0,0,1,0.0,1.0,500
47.0,6,0,0,0,1,0.0,1.0,501
27.0,3,0,0,0,1,0.0,0.0,502
49.0,4,0,0,0,1,1.0,0.0,503
55.0,2,0,0,0,1,1.0,1.0,504
49.0,2,0,0,0,1,0.0,0.0,505
29.0,7,0,0,0,1,0.0,1.0,506
20.0,2,0,0,0,0,0.0,0.0,507
31.0,9,0,0,0,1,0.0,1.0,508
32.0,14,0,0,0,1,0.0,1.0,509
37.0,2,0,0,0,0,0.0,0.0,510
23.0,3,0,2,1,0,0.0,1.0,511
26.0,4,0,0,0,1,0.0,0.0,512
57.0,4,0,0,0,1,1.0,0.0,513
39.0,2,0,0,0,1,0.0,0.0,514
30.0,9,1,0,0,0,0.0,1.0,515
46.0,3,0,0,0,1,0.0,1.0,516
24.0,7,0,0,0,1,0.0,0.0,517
39.0,19,6,1,0,1,0.0,0.0,518
38.0,0,0,0,0,1,0.0,1.0,519
24.0,2,0,0,0,1,0.0,0.0,520
35.0,16,0,0,0,1,0.0,1.0,521
28.0,12,1,0,0,1,0.0,1.0,522
31.0,7,0,0,0,1,0.0,1.0,523
53.0,10,0,0,0,0,0.0,0.0,524
34.0,1,0,0,0,1,0.0,1.0,525
49.0,0,0,0,0,1,1.0,1.0,526
23.0,0,0,0,0,1,1.0,1.0,527
40.0,2,0,0,0,0,0.0,0.0,528
34.0,2,0,0,0,1,0.0,1.0,529
35.0,7,0,0,0,1,0.0,1.0,530
29.0,3,0,0,0,1,0.0,0.0,531
33.0,2,0,0,0,0,1.0,0.0,532
25.0,4,0,1,1,1,0.0,0.0,533
54.0,3,0,0,0,1,0.0,0.0,534
25.0,5,0,0,0,1,0.0,1.0,535
52.0,0,0,0,0,1,0.0,1.0,536
21.0,2,0,0,0,0,0.0,0.0,537
21.0,1,0,1,0,1,0.0,1.0,538
63.0,6,0,0,0,1,0.0,1.0,539
60.0,3,0,0,0,0,0.0,0.0,540
21.0,2,0,0,0,1,0.0,1.0,541
35.0,4,0,0,0,1,1.0,1.0,542
25.0,2,0,0,0,1,0.0,0.0,543
26.0,3,0,0,0,1,1.0,1.0,544
35.0,4,0,0,0,0,0.0,1.0,545
44.0,0,0,0,0,0,0.0,1.0,546
21.0,1,1,0,2,1,0.0,1.0,547
57.0,1,0,0,0,1,0.0,1.0,548
58.0,5,0,0,0,0,0.0,0.0,549
29.0,16,0,1,0,1,0.0,1.0,550
46.0,5,0,0,0,1,0.0,1.0,551
60.0,2,0,0,0,1,1.0,0.0,552
21.0,1,0,1,2,1,0.0,1.0,553
22.0,0,0,0,5,0,1.0,1.0,554
24.0,0,0,0,0,0,0.0,1.0,555
47.0,3,0,0,0,1,0.0,0.0,556
23.0,2,0,0,0,0,0.0,1.0,557
23.0,4,0,0,0,0,0.0,0.0,558
31.0,2,0,0,0,0,1.0,1.0,559
31.0,3,0,0,0,0,0.0,0.0,560
55.0,2,0,0,0,0,1.0,0.0,561
48.0,3,0,0,0,0,0.0,0.0,562
34.0,7,0,0,0,1,1.0,0.0,563
40.0,7,0,0,0,1,1.0,0.0,564
25.0,7,0,0,0,1,0.0,1.0,565
26.0,6,0,1,0,0,0.0,1.0,566
23.0,1,0,0,0,1,0.0,1.0,567
25.0,8,0,0,0,1,0.0,1.0,568
24.0,2,0,0,0,1,1.0,1.0,569
29.0,17,0,1,0,1,0.0,1.0,570
24.0,0,0,0,1,1,0.0,1.0,571
27.0,11,0,1,0,1,0.0,1.0,572
53.0,11,0,0,0,1,0.0,0.0,573
32.0,9,0,0,0,1,0.0,0.0,574
42.0,9,0,0,0,1,0.0,1.0,575
45.0,0,0,0,0,0,0.0,1.0,576
41.0,2,0,0,0,1,0.0,0.0,577
23.0,0,0,0,0,1,0.0,1.0,578
