age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree_enc,sex_enc,race_enc,id,target
43.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,34,1
24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35,0
22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36,1
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
49.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,38,0
34.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,39,0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0
24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,1
27.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,42,1
24.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,43,0
54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,0
24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,1
37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,0
69.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,47,0
47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,0
29.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,50,0
30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,51,0
27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,52,0
24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53,0
29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,0
43.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,55,0
38.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,56,0
29.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,57,1
33.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,58,1
53.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,59,0
43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60,1
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62,1
39.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,63,1
31.0,10.0,0.0,1.0,3.0,1.0,0.0,1.0,64,1
47.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65,0
26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,66,0
47.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,67,1
33.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,68,1
22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69,1
58.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,70,0
21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71,1
22.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,72,1
29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73,0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74,1
55.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,75,1
28.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,76,0
60.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,77,0
33.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,78,0
21.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,79,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,1
28.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,81,1
36.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,82,0
56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83,0
25.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,84,1
26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,85,1
30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86,0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87,1
45.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,88,1
24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,89,0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0
23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91,0
28.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,92,0
41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,0
28.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,94,1
50.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,95,0
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96,1
24.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,97,0
22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,98,1
28.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,99,0
28.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,100,1
27.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,101,1
27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,102,0
30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,103,1
38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,104,0
21.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,105,1
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,0
31.0,15.0,0.0,2.0,0.0,1.0,0.0,1.0,107,1
29.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,108,0
27.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,109,0
33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,110,0
47.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,111,1
23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,112,1
30.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,113,1
28.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,114,1
34.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,115,1
46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116,0
29.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,117,1
22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118,1
24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,119,1
24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,120,0
30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121,0
32.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,122,0
29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123,0
32.0,17.0,0.0,6.0,5.0,1.0,0.0,1.0,124,1
30.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,125,1
21.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,126,1
48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127,0
22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,128,1
45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129,0
40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,130,0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,1
29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,132,0
57.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,133,0
20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134,0
27.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,135,0
26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,136,0
26.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,137,0
46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,138,1
32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139,1
22.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,140,1
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,0
37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,142,1
57.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,143,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144,1
62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,147,1
19.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,148,1
67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149,0
42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,150,0
45.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,151,1
24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,152,0
39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153,0
59.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,154,0
36.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,155,0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156,1
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,0
35.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,158,0
42.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,159,0
26.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,160,1
29.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,161,0
39.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,162,0
28.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,163,0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,0
55.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,165,0
27.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,166,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,167,0
33.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,168,1
42.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,169,0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170,1
34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,171,0
30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,172,0
28.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,173,0
25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,174,1
68.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,175,0
49.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,176,0
33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,177,0
31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178,1
26.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,179,1
31.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,180,1
30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,181,1
42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182,0
37.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,183,0
24.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,184,1
25.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,185,1
46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186,0
23.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,187,1
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0
54.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,189,1
30.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,190,1
33.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,191,1
38.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,192,0
28.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,193,1
48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194,0
55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,195,0
41.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,196,0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,0
37.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,198,0
50.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,199,0
38.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200,0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,0
28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,202,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,203,1
23.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,204,0
52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0
61.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,206,0
21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,207,1
40.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,208,1
23.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,209,1
49.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,210,1
48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,211,0
27.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,212,1
34.0,19.0,0.0,6.0,1.0,0.0,0.0,1.0,213,0
22.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,214,1
19.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,215,1
59.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,216,0
28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217,1
30.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,218,1
28.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,219,0
62.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,220,1
22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,221,1
21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,222,1
22.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,223,1
36.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,224,0
39.0,19.0,2.0,2.0,1.0,1.0,0.0,1.0,225,1
54.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,226,1
23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,227,0
22.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,228,1
20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,229,1
43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,230,0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,0
21.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,232,0
29.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,233,1
43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,234,0
53.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235,0
36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,236,0
29.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,237,1
30.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,238,1
56.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,239,0
28.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,240,1
22.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,241,1
21.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,242,0
36.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,243,0
25.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,244,0
26.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,245,1
22.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,246,0
33.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,247,1
34.0,11.0,0.0,0.0,4.0,1.0,0.0,1.0,248,1
30.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,249,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,0
19.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,252,1
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,1
45.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,254,0
21.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,255,1
46.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,256,0
20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,257,1
33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,258,0
43.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,259,1
27.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,260,0
29.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,261,0
21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262,1
36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,263,0
36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,264,0
26.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,265,1
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,267,0
25.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,268,1
48.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,269,0
45.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,270,1
40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,271,0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272,0
23.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,273,1
31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,274,0
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,275,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,277,0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,278,0
27.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,279,0
39.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,280,1
28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,281,0
28.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,282,1
29.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,283,1
20.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,284,1
42.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,285,0
40.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,286,0
30.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,287,0
20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,288,1
32.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,289,1
26.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,290,0
41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,291,0
32.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,292,0
30.0,8.0,1.0,0.0,2.0,1.0,0.0,1.0,293,1
62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,294,0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,0
29.0,7.0,0.0,2.0,1.0,1.0,0.0,1.0,296,1
33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,297,0
23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,298,1
42.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,299,0
24.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,300,0
36.0,17.0,0.0,2.0,0.0,1.0,0.0,1.0,301,1
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,0
28.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,303,0
41.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,304,0
29.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,305,1
24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,306,1
43.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,307,0
30.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,308,0
21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,309,0
32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,310,1
26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,311,0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,312,1
23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,313,1
24.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,314,1
26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,315,1
23.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,316,1
28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,317,1
22.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,318,1
32.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,319,1
56.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,320,0
38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,321,0
36.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,322,1
38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,323,0
30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,324,0
22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,325,0
39.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,326,0
22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,327,0
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,328,0
55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,329,1
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,0
32.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,331,0
39.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,332,1
29.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,333,1
31.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,334,1
23.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,335,1
44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,336,0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,1
26.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,338,1
22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,339,0
25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,340,1
35.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,341,1
24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,342,1
24.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,343,1
57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,344,0
43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,345,0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,346,0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,347,0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,348,0
31.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,349,1
36.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,350,1
26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,351,1
21.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,352,1
21.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,353,1
25.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,354,1
36.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,355,1
35.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,356,0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,0
28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,358,0
34.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,359,1
22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,360,0
52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,361,1
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,0
21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,363,0
33.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,364,0
56.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,365,0
23.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,366,0
26.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,367,1
26.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,368,0
21.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,369,1
28.0,12.0,0.0,8.0,2.0,1.0,0.0,1.0,370,1
25.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,371,1
23.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,372,1
50.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,373,1
44.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,374,1
34.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,375,1
24.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,376,1
20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,377,1
29.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,378,1
22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,379,0
24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,380,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,381,1
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,1
20.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,383,1
38.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,384,0
29.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,385,1
