female|nonwhite|gender|race|resid_income|scf_income
1|0|Female|White|-17702.531991237272|6456.0
0|0|Male|White|43627.66398278344|83000.0
0|0|Male|White|-7172.336017216563|32200.0
1|0|Female|White|-15378.531991237272|8780.0
1|0|Female|White|416.46800876272755|24575.0
0|0|Male|White|57711.66398278344|97084.0
1|0|Female|White|10972.468008762728|35131.0
1|0|Female|White|-22237.531991237272|1921.0
1|0|Female|White|68629.46800876272|92788.0
0|0|Male|White|2231.663982783437|41604.0
0|0|Male|White|-31372.336017216563|8000.0
1|0|Female|White|-23058.531991237272|1100.0
0|0|Male|White|6435.663982783437|45808.0
1|0|Female|White|-22358.531991237272|1800.0
0|0|Male|White|-27757.336017216563|11615.0
1|0|Female|White|6459.468008762728|30618.0
0|0|Male|White|-14152.336017216563|25220.0
1|0|Female|White|-20658.531991237272|3500.0
0|0|Male|White|-29372.336017216563|10000.0
1|0|Female|White|-16680.531991237272|7478.0
1|0|Female|White|-8548.531991237272|15610.0
0|0|Male|White|-20144.336017216563|19228.0
1|0|Female|White|4306.468008762728|28465.0
0|0|Male|White|51058.66398278344|90431.0
0|0|Male|White|-33843.33601721656|5529.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|7941.468008762728|32100.0
0|0|Male|White|-2372.336017216563|37000.0
1|0|Female|White|27541.468008762728|51700.0
0|0|Male|White|-6372.336017216563|33000.0
1|0|Female|White|-3138.5319912372725|21020.0
0|0|Male|White|6647.663982783437|46020.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|25691.468008762728|49850.0
0|0|Male|White|-34565.33601721656|4807.0
1|0|Female|White|-22137.531991237272|2021.0
0|0|Male|White|3418.663982783437|42791.0
0|0|Male|White|-15372.336017216563|24000.0
1|0|Female|White|-22158.531991237272|2000.0
1|0|Female|White|-19148.531991237272|5010.0
1|0|Female|White|-23760.531991237272|398.0
0|0|Male|White|8627.663982783437|48000.0
0|0|Male|White|4026.663982783437|43399.0
0|0|Male|White|8108.663982783437|47481.0
1|0|Female|White|20991.468008762728|45150.0
0|0|Male|White|-21509.336017216563|17863.0
0|0|Male|White|-24343.336017216563|15029.0
0|0|Male|White|-31052.336017216563|8320.0
0|0|Male|White|-9751.336017216563|29621.0
0|0|Male|White|-19075.336017216563|20297.0
0|0|Male|White|48627.66398278344|88000.0
0|0|Male|White|-34872.33601721656|4500.0
0|0|Male|White|-15348.336017216563|24024.0
1|0|Female|White|57063.46800876273|81222.0
0|0|Male|White|-24408.336017216563|14964.0
1|0|Female|White|-18033.531991237272|6125.0
0|0|Male|White|-31612.336017216563|7760.0
0|0|Male|White|-494.33601721656305|38878.0
0|0|Male|White|-9372.336017216563|30000.0
1|0|Female|White|-13658.531991237272|10500.0
0|0|Male|White|-30592.336017216563|8780.0
1|0|Female|White|14852.468008762728|39011.0
1|0|Female|White|-17106.531991237272|7052.0
0|0|Male|White|-19812.336017216563|19560.0
1|0|Female|White|-16816.531991237272|7342.0
1|0|Female|White|-7462.531991237272|16696.0
0|0|Male|White|-35572.33601721656|3800.0
0|0|Male|White|26473.663982783437|65846.0
0|0|Male|White|-17360.336017216563|22012.0
1|0|Female|White|62103.46800876273|86262.0
1|0|Female|White|36431.46800876273|60590.0
0|0|Male|White|-4372.336017216563|35000.0
0|0|Male|White|25988.663982783437|65361.0
1|0|Female|White|-21758.531991237272|2400.0
1|0|Female|White|-20103.531991237272|4055.0
1|0|Female|White|-11158.531991237272|13000.0
1|0|Female|White|4863.468008762728|29022.0
1|0|Female|White|16041.468008762728|40200.0
1|0|Female|White|51912.46800876273|76071.0
0|0|Male|White|-21372.336017216563|18000.0
0|0|Male|White|11181.663982783437|50554.0
0|0|Male|White|1415.663982783437|40788.0
1|0|Female|White|-20418.531991237272|3740.0
1|0|Female|White|10866.468008762728|35025.0
1|0|Female|White|844.4680087627275|25003.0
0|0|Male|White|-7949.336017216563|31423.0
0|0|Male|White|-11450.336017216563|27922.0
0|0|Male|White|-4136.336017216563|35236.0
1|0|Female|White|-13053.531991237272|11105.0
0|0|Male|White|-37183.33601721656|2189.0
0|0|Male|White|26627.663982783437|66000.0
0|0|Male|White|-34472.33601721656|4900.0
0|0|Male|White|-7974.336017216563|31398.0
1|0|Female|White|-16922.531991237272|7236.0
0|0|Male|Asian-Pac-Islander|66483.21445045788|99999.0
0|0|Male|White|1575.663982783437|40948.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-24372.336017216563|15000.0
0|0|Male|White|-10196.336017216563|29176.0
0|0|Male|White|8489.663982783437|47862.0
0|0|Male|White|-37147.33601721656|2225.0
0|0|Male|White|-11309.336017216563|28063.0
1|0|Female|White|-16158.531991237272|8000.0
0|0|Male|White|-322.33601721656305|39050.0
1|0|Female|White|-9497.531991237272|14661.0
1|0|Female|White|-19378.531991237272|4780.0
1|0|Female|White|-19177.531991237272|4981.0
0|0|Male|White|-32594.336017216563|6778.0
1|0|Female|White|-5634.531991237272|18524.0
0|0|Male|White|-34872.33601721656|4500.0
0|0|Male|White|-35372.33601721656|4000.0
1|0|Female|White|-19582.531991237272|4576.0
0|0|Male|White|-372.33601721656305|39000.0
1|0|Female|White|-2742.5319912372725|21416.0
0|0|Male|White|-8447.336017216563|30925.0
1|0|Female|White|-13096.531991237272|11062.0
0|0|Male|White|-9372.336017216563|30000.0
0|0|Male|White|-7392.336017216563|31980.0
0|0|Male|White|2734.663982783437|42107.0
1|0|Female|White|-21497.531991237272|2661.0
0|0|Male|White|19951.663982783437|59324.0
0|0|Male|White|13198.663982783437|52571.0
1|0|Female|White|-21517.531991237272|2641.0
0|0|Male|White|26427.663982783437|65800.0
0|0|Male|White|-37172.33601721656|2200.0
0|0|Male|White|-37672.33601721656|1700.0
0|0|Male|White|-18049.336017216563|21323.0
1|0|Female|White|36843.46800876273|61002.0
0|0|Male|White|-14372.336017216563|25000.0
0|0|Male|White|-20342.336017216563|19030.0
0|0|Male|White|-11372.336017216563|28000.0
0|0|Male|White|-70.33601721656305|39302.0
1|0|Female|White|-16875.531991237272|7283.0
0|0|Male|White|-27478.336017216563|11894.0
0|0|Male|White|-172.33601721656305|39200.0
0|0|Male|White|51227.66398278344|90600.0
0|0|Male|White|-19372.336017216563|20000.0
0|0|Male|White|7040.663982783437|46413.0
0|0|Male|White|-14372.336017216563|25000.0
1|0|Female|White|-15152.531991237272|9006.0
0|0|Male|White|-19812.336017216563|19560.0
1|0|Female|White|-14807.531991237272|9351.0
0|0|Male|White|-29772.336017216563|9600.0
0|0|Male|White|45627.66398278344|85000.0
0|0|Male|Amer-Indian-Eskimo|-12985.785549542124|26386.55
0|0|Male|White|2679.663982783437|42052.0
0|0|Male|White|-31072.336017216563|8300.0
0|0|Male|White|-36612.33601721656|2760.0
1|0|Female|White|-13373.531991237272|10785.0
0|0|Male|White|-17799.336017216563|21573.0
0|0|Male|White|-19372.336017216563|20000.0
1|0|Female|White|-23043.531991237272|1115.0
0|0|Male|White|5828.663982783437|45201.0
0|0|Male|White|-8592.336017216563|30780.0
0|0|Male|White|-818.336017216563|38554.0
1|0|Female|White|-456.53199123727245|23702.0
1|0|Female|White|-22994.531991237272|1164.0
1|0|Female|White|-23258.531991237272|900.0
1|0|Female|White|-1133.5319912372725|23025.0
1|0|Female|White|-17658.531991237272|6500.0
1|0|Female|White|-490.53199123727245|23668.0
1|0|Female|White|8872.468008762728|33031.0
0|0|Male|White|27927.663982783437|67300.0
0|0|Male|White|47439.66398278344|86812.0
1|0|Female|White|3763.4680087627275|27922.0
0|0|Male|White|4803.663982783437|44176.0
1|0|Female|White|5841.468008762728|30000.0
1|0|Female|White|17641.468008762728|41800.0
0|0|Male|White|-14372.336017216563|25000.0
0|0|Male|White|-22364.336017216563|17008.0
1|0|Female|White|-18543.531991237272|5615.0
1|0|Female|White|-22921.531991237272|1237.0
1|0|Female|White|-23078.531991237272|1080.0
1|0|Female|White|6042.468008762728|30201.0
0|0|Male|White|-16985.336017216563|22387.0
0|0|Male|White|-26372.336017216563|13000.0
1|0|Female|White|-16158.531991237272|8000.0
0|0|Male|White|-8652.336017216563|30720.0
1|0|Female|White|-22658.531991237272|1500.0
1|0|Female|White|-13961.531991237272|10197.0
0|0|Male|White|29677.663982783437|69050.0
0|0|Male|White|16267.663982783437|55640.0
0|0|Male|White|50059.66398278344|89432.0
0|0|Male|White|-24840.336017216563|14532.0
0|0|Male|White|-26869.336017216563|12503.0
1|0|Female|White|-5966.531991237272|18192.0
1|0|Female|White|48300.46800876273|72459.0
1|0|Female|White|-1304.5319912372725|22854.0
0|0|Male|White|5627.663982783437|45000.0
0|0|Male|White|36543.66398278344|75916.0
0|0|Male|White|-4432.336017216563|34940.0
0|0|Male|White|-36083.33601721656|3289.0
0|0|Male|White|25159.663982783437|64532.0
1|0|Female|White|-17142.531991237272|7016.0
0|0|Male|White|17462.663982783437|56835.0
1|0|Female|White|14657.468008762728|38816.0
0|0|Male|White|35225.66398278344|74598.0
0|0|Male|White|167.66398278343695|39540.0
0|0|Male|White|-10362.336017216563|29010.0
0|0|Male|White|35825.66398278344|75198.0
0|0|Male|White|-172.33601721656305|39200.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|-7792.336017216563|31580.0
0|0|Male|White|19627.663982783437|59000.0
1|0|Female|White|-16240.531991237272|7918.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|28027.663982783437|67400.0
0|0|Male|White|-3276.336017216563|36096.0
0|0|Male|White|-27372.336017216563|12000.0
1|0|Female|White|-18256.531991237272|5902.0
0|0|Male|White|502.66398278343695|39875.0
0|0|Male|White|8927.663982783437|48300.0
0|0|Male|White|-31372.336017216563|8000.0
0|0|Male|White|13043.663982783437|52416.0
0|0|Male|White|-1232.336017216563|38140.0
0|0|Male|White|23100.663982783437|62473.0
0|0|Male|White|9077.663982783437|48450.0
0|0|Male|White|-4372.336017216563|35000.0
1|0|Female|White|-20858.531991237272|3300.0
1|0|Female|White|-13778.531991237272|10380.0
0|0|Male|White|-27768.336017216563|11604.0
0|0|Male|White|-26883.336017216563|12489.0
0|0|Male|White|-23972.336017216563|15400.0
0|0|Male|White|-30372.336017216563|9000.0
1|0|Female|White|47091.46800876273|71250.0
0|0|Male|White|15832.663982783437|55205.0
1|0|Female|White|3810.4680087627275|27969.0
1|0|Female|White|-1321.5319912372725|22837.0
0|0|Male|White|-18815.336017216563|20557.0
0|0|Male|White|-21932.336017216563|17440.0
1|0|Female|White|-12393.531991237272|11765.0
0|0|Male|White|18827.663982783437|58200.0
1|0|Female|White|-10158.531991237272|14000.0
0|0|Male|White|4551.663982783437|43924.0
0|0|Male|White|6820.663982783437|46193.0
0|0|Male|White|-33008.33601721656|6364.0
0|0|Male|White|46929.66398278344|86302.0
0|0|Male|White|-36572.33601721656|2800.0
0|0|Male|White|28185.663982783437|67558.0
0|0|Male|White|23727.663982783437|63100.0
0|0|Male|White|-19372.336017216563|20000.0
0|0|Male|White|19507.663982783437|58880.0
1|0|Female|Other|-15722.981523562834|8435.55
0|0|Male|White|-19466.336017216563|19906.0
1|0|Female|White|-5258.531991237272|18900.0
1|0|Female|White|-19758.531991237272|4400.0
0|0|Male|White|-32372.336017216563|7000.0
0|0|Male|White|-28272.336017216563|11100.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|Asian-Pac-Islander|-3515.7855495421245|35856.55
0|0|Male|White|2166.663982783437|41539.0
0|0|Male|White|-31754.336017216563|7618.0
1|0|Female|White|-6618.531991237272|17540.0
0|0|Male|White|-5893.336017216563|33479.0
0|0|Male|White|-17842.336017216563|21530.0
1|0|Female|White|-7360.531991237272|16798.0
0|0|Male|White|-15372.336017216563|24000.0
0|0|Male|White|-10255.336017216563|29117.0
0|0|Male|White|-24128.336017216563|15244.0
0|0|Male|White|-23772.336017216563|15600.0
1|0|Female|White|-19958.531991237272|4200.0
0|0|Male|White|-5372.336017216563|34000.0
0|0|Male|White|-7960.336017216563|31412.0
0|0|Male|White|-8372.336017216563|31000.0
0|0|Male|White|-18072.336017216563|21300.0
0|0|Male|White|-29625.336017216563|9747.0
0|0|Male|White|-31804.336017216563|7568.0
0|0|Male|White|8654.663982783437|48027.0
0|0|Male|White|-15362.336017216563|24010.0
1|0|Female|White|-12658.531991237272|11500.0
0|0|Male|White|14627.663982783437|54000.0
0|0|Male|White|-8255.336017216563|31117.0
0|0|Male|White|-24372.336017216563|15000.0
1|0|Female|White|-13133.531991237272|11025.0
1|0|Female|White|-19227.531991237272|4931.0
0|0|Male|White|-7085.336017216563|32287.0
0|0|Male|White|-5075.336017216563|34297.0
1|0|Female|White|-11462.531991237272|12696.0
0|0|Male|White|11229.663982783437|50602.0
1|0|Female|White|-17858.531991237272|6300.0
0|0|Male|White|6141.663982783437|45514.0
0|0|Male|White|10627.663982783437|50000.0
1|0|Female|White|-21658.531991237272|2500.0
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|8627.663982783437|48000.0
0|0|Male|White|-17313.336017216563|22059.0
1|0|Female|White|-22707.531991237272|1451.0
0|0|Male|White|-37367.33601721656|2005.0
1|0|Female|White|-15158.531991237272|9000.0
1|0|Female|White|4398.468008762728|28557.0
0|0|Male|White|-18777.336017216563|20595.0
1|0|Female|White|-7135.531991237272|17023.0
0|0|Male|White|8127.663982783437|47500.0
1|0|Female|White|-87.53199123727245|24071.0
1|0|Female|White|-21658.531991237272|2500.0
0|0|Male|White|22655.663982783437|62028.0
1|0|Female|White|-18958.531991237272|5200.0
0|0|Male|White|8320.663982783437|47693.0
0|0|Male|White|-9158.336017216563|30214.0
0|0|Male|White|-28556.336017216563|10816.0
0|0|Male|White|-19723.336017216563|19649.0
0|0|Male|White|-21847.336017216563|17525.0
1|0|Female|White|-21037.531991237272|3121.0
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|2468.663982783437|41841.0
0|0|Male|White|-21332.336017216563|18040.0
1|0|Female|White|-5150.531991237272|19008.0
0|0|Male|White|17827.663982783437|57200.0
1|0|Female|White|-5587.531991237272|18571.0
0|0|Male|White|10427.663982783437|49800.0
0|0|Male|White|14938.663982783437|54311.0
0|0|Male|White|-1359.336017216563|38013.0
0|0|Male|White|-28372.336017216563|11000.0
0|0|Male|White|15775.663982783437|55148.0
0|0|Male|White|-8860.336017216563|30512.0
1|0|Female|White|-21394.531991237272|2764.0
0|0|Male|White|-11072.336017216563|28300.0
0|0|Male|White|14743.663982783437|54116.0
0|0|Male|White|-21301.336017216563|18071.0
1|0|Female|White|6241.468008762728|30400.0
0|0|Male|White|17727.663982783437|57100.0
0|0|Male|White|-12247.336017216563|27125.0
0|0|Male|White|-27872.336017216563|11500.0
1|0|Female|White|16641.468008762728|40800.0
0|0|Male|White|-10572.336017216563|28800.0
0|0|Male|White|-12035.336017216563|27337.0
0|0|Male|White|-9372.336017216563|30000.0
1|0|Female|White|-21558.531991237272|2600.0
1|0|Female|White|5041.468008762728|29200.0
0|0|Male|White|-3220.336017216563|36152.0
0|0|Male|White|-15359.336017216563|24013.0
1|0|Female|White|34037.46800876273|58196.0
1|0|Female|White|-23465.531991237272|693.0
0|0|Male|White|-27659.336017216563|11713.0
1|0|Female|White|-20158.531991237272|4000.0
0|0|Male|White|17427.663982783437|56800.0
0|0|Male|White|-38534.33601721656|838.0
0|0|Male|White|29427.663982783437|68800.0
0|0|Male|White|20118.663982783437|59491.0
0|0|Male|White|6056.663982783437|45429.0
1|0|Female|Amer-Indian-Eskimo|-9089.981523562834|15068.55
0|0|Male|White|965.663982783437|40338.0
0|0|Male|White|-4372.336017216563|35000.0
1|0|Female|White|12805.468008762728|36964.0
0|0|Male|White|-23240.336017216563|16132.0
0|0|Male|White|-30578.336017216563|8794.0
0|0|Male|White|111.66398278343695|39484.0
1|0|Female|White|-7058.531991237272|17100.0
0|0|Male|White|-30572.336017216563|8800.0
0|0|Male|White|-18772.336017216563|20600.0
0|0|Male|White|15887.663982783437|55260.0
0|0|Male|White|-23372.336017216563|16000.0
1|0|Female|White|-11994.531991237272|12164.0
0|0|Male|White|35627.66398278344|75000.0
1|0|Female|White|-15658.531991237272|8500.0
1|0|Female|White|-6861.531991237272|17297.0
0|0|Male|White|15123.663982783437|54496.0
1|0|Female|White|-19358.531991237272|4800.0
0|0|Male|White|5643.663982783437|45016.0
1|0|Female|White|4701.468008762728|28860.0
1|0|Female|White|-22538.531991237272|1620.0
0|0|Male|White|-18880.336017216563|20492.0
0|0|Male|White|-2371.336017216563|37001.0
0|0|Male|White|14784.663982783437|54157.0
0|0|Male|White|-20115.336017216563|19257.0
1|0|Female|White|5874.468008762728|30033.0
0|0|Male|White|-18167.336017216563|21205.0
0|0|Male|White|6250.663982783437|45623.0
0|0|Male|White|-488.33601721656305|38884.0
0|0|Male|White|-36809.33601721656|2563.0
1|0|Female|White|-4960.531991237272|19198.0
1|0|Female|White|-5611.531991237272|18547.0
0|0|Male|White|-21386.336017216563|17986.0
0|0|Male|White|-12372.336017216563|27000.0
1|0|Female|White|18859.468008762728|43018.0
1|0|Female|White|8847.468008762728|33006.0
0|0|Male|White|-17483.336017216563|21889.0
1|0|Female|White|75840.46800876272|99999.0
1|0|Female|White|8041.468008762728|32200.0
0|0|Male|White|-28210.336017216563|11162.0
0|0|Male|White|-21529.336017216563|17843.0
0|0|Male|White|-5468.336017216563|33904.0
0|0|Male|White|-18872.336017216563|20500.0
0|0|Male|White|10651.663982783437|50024.0
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-14738.531991237272|9420.0
1|0|Female|White|-8548.531991237272|15610.0
0|0|Male|White|-15610.336017216563|23762.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-18136.336017216563|21236.0
0|0|Male|White|-26451.336017216563|12921.0
0|0|Male|White|-36372.33601721656|3000.0
0|0|Male|White|-37372.33601721656|2000.0
0|0|Male|White|-15405.336017216563|23967.0
0|0|Male|White|-17622.336017216563|21750.0
1|0|Female|White|-20383.531991237272|3775.0
0|0|Male|White|3789.663982783437|43162.0
0|0|Male|White|-1516.336017216563|37856.0
1|0|Female|White|22894.468008762728|47053.0
1|0|Female|White|7002.468008762728|31161.0
0|0|Male|White|15119.663982783437|54492.0
1|0|Female|White|2841.4680087627275|27000.0
0|0|Male|White|-35818.33601721656|3554.0
0|0|Male|White|-19523.336017216563|19849.0
1|0|Female|White|2940.4680087627275|27099.0
0|0|Male|White|27293.663982783437|66666.0
0|0|Male|White|20166.663982783437|59539.0
0|0|Male|Asian-Pac-Islander|66483.21445045788|99999.0
0|0|Male|White|10825.663982783437|50198.0
0|0|Male|White|-13216.336017216563|26156.0
0|0|Male|White|-26046.336017216563|13326.0
0|0|Male|White|16485.663982783437|55858.0
0|0|Male|White|-10827.336017216563|28545.0
1|0|Female|White|-3038.5319912372725|21120.0
0|0|Male|White|10308.663982783437|49681.0
1|0|Female|White|-20859.531991237272|3299.0
0|0|Male|White|-24372.336017216563|15000.0
1|0|Female|White|-20458.531991237272|3700.0
1|0|Female|White|-15358.531991237272|8800.0
0|0|Male|Asian-Pac-Islander|-12715.785549542124|26656.55
0|0|Male|White|38225.66398278344|77598.0
1|0|Female|White|6941.468008762728|31100.0
1|0|Female|White|-2530.5319912372725|21628.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-895.336017216563|38477.0
0|0|Male|White|-14272.336017216563|25100.0
0|0|Male|White|10647.663982783437|50020.0
0|0|Male|White|627.663982783437|40000.0
0|0|Male|White|-27993.336017216563|11379.0
0|0|Male|White|23027.663982783437|62400.0
0|0|Male|White|4637.663982783437|44010.0
0|0|Male|White|-22372.336017216563|17000.0
0|0|Male|White|-20262.336017216563|19110.0
1|0|Female|White|-9158.531991237272|15000.0
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|30951.663982783437|70324.0
1|0|Female|White|18399.468008762728|42558.0
0|0|Male|White|-39122.33601721656|250.0
0|0|Male|White|-31972.336017216563|7400.0
1|0|Female|White|871.4680087627275|25030.0
1|0|Female|White|-10058.531991237272|14100.0
1|0|Female|White|-5158.531991237272|19000.0
1|0|Female|White|-12158.531991237272|12000.0
0|0|Male|White|-11572.336017216563|27800.0
0|0|Male|White|-15849.336017216563|23523.0
0|0|Male|White|20789.663982783437|60162.0
1|0|Female|White|-6561.531991237272|17597.0
0|0|Male|White|10359.663982783437|49732.0
0|0|Male|White|13826.663982783437|53199.0
0|0|Male|White|12658.663982783437|52031.0
0|0|Male|White|-24305.336017216563|15067.0
0|0|Male|White|-27568.336017216563|11804.0
0|0|Male|White|-6688.336017216563|32684.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-14072.531991237272|10086.0
1|0|Female|White|-22438.531991237272|1720.0
0|0|Male|White|-36972.33601721656|2400.0
0|0|Male|White|-28377.336017216563|10995.0
1|0|Female|White|5871.468008762728|30030.0
0|0|Male|White|-24545.336017216563|14827.0
0|0|Male|White|14357.663982783437|53730.0
0|0|Male|White|-16359.336017216563|23013.0
1|0|Female|White|-22698.531991237272|1460.0
0|0|Male|White|-31355.336017216563|8017.0
0|0|Male|White|-26272.336017216563|13100.0
0|0|Male|White|-16336.336017216563|23036.0
0|0|Male|White|11383.663982783437|50756.0
0|0|Male|White|-12771.336017216563|26601.0
0|0|Male|White|-12450.336017216563|26922.0
0|0|Male|White|21560.663982783437|60933.0
0|0|Male|White|-9122.336017216563|30250.0
1|0|Female|White|-14320.531991237272|9838.0
0|0|Male|White|-14576.336017216563|24796.0
0|0|Male|White|9086.663982783437|48459.0
0|0|Male|White|16146.663982783437|55519.0
0|0|Male|White|9439.663982783437|48812.0
0|0|Male|White|4658.663982783437|44031.0
1|0|Female|White|26556.468008762728|50715.0
1|0|Female|White|-2948.5319912372725|21210.0
1|0|Female|White|-9158.531991237272|15000.0
0|0|Male|White|18707.663982783437|58080.0
0|0|Male|White|26895.663982783437|66268.0
1|0|Female|White|-3991.5319912372725|20167.0
0|0|Male|White|20742.663982783437|60115.0
0|0|Male|White|-11454.336017216563|27918.0
0|0|Male|White|-26772.336017216563|12600.0
1|0|Female|White|-13642.531991237272|10516.0
0|0|Male|White|-4448.336017216563|34924.0
0|0|Male|White|13407.663982783437|52780.0
1|0|Female|White|-9160.531991237272|14998.0
0|0|Male|White|-16772.336017216563|22600.0
0|0|Male|White|-23347.336017216563|16025.0
1|0|Female|White|-3708.5319912372725|20450.0
0|0|Male|White|-18962.336017216563|20410.0
0|0|Male|White|-26299.336017216563|13073.0
0|0|Male|White|-35372.33601721656|4000.0
0|0|Male|White|-22342.336017216563|17030.0
0|0|Male|White|-31472.336017216563|7900.0
0|0|Male|White|-32783.33601721656|6589.0
0|0|Male|White|4027.663982783437|43400.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-8695.336017216563|30677.0
1|0|Female|White|3342.4680087627275|27501.0
0|0|Male|White|-2297.336017216563|37075.0
0|0|Male|Asian-Pac-Islander|44130.214450457876|83502.55
1|0|Female|Asian-Pac-Islander|-15276.981523562834|8881.55
1|0|Female|White|-16255.531991237272|7903.0
1|0|Female|White|-1643.5319912372725|22515.0
0|0|Male|White|42242.66398278344|81615.0
0|0|Male|White|11460.663982783437|50833.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|-15158.531991237272|9000.0
0|0|Male|White|51525.66398278344|90898.0
0|0|Male|White|-38162.33601721656|1210.0
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|-3782.336017216563|35590.0
1|0|Female|White|8812.468008762728|32971.0
1|0|Female|White|-19158.531991237272|5000.0
0|0|Male|White|15478.663982783437|54851.0
0|0|Male|White|6954.663982783437|46327.0
1|0|Female|White|-13896.531991237272|10262.0
1|0|Female|White|-308.53199123727245|23850.0
0|0|Male|White|-25544.336017216563|13828.0
0|0|Male|White|13661.663982783437|53034.0
0|0|Male|White|-37972.33601721656|1400.0
0|0|Male|White|-18000.336017216563|21372.0
0|0|Male|White|-21203.336017216563|18169.0
0|0|Male|White|-12372.336017216563|27000.0
0|0|Male|White|-12921.336017216563|26451.0
0|0|Male|White|15777.663982783437|55150.0
1|0|Female|White|-22758.531991237272|1400.0
0|0|Male|White|-17334.336017216563|22038.0
0|0|Male|White|-23231.336017216563|16141.0
1|0|Female|White|21707.468008762728|45866.0
0|0|Male|White|-27372.336017216563|12000.0
1|0|Female|White|26504.468008762728|50663.0
1|0|Female|White|3536.4680087627275|27695.0
1|0|Female|White|-19115.531991237272|5043.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|14751.468008762728|38910.0
1|0|Female|White|-2557.5319912372725|21601.0
0|0|Male|White|-17172.336017216563|22200.0
0|0|Male|White|-9262.336017216563|30110.0
0|0|Male|White|60626.66398278344|99999.0
1|0|Female|White|21041.468008762728|45200.0
0|0|Male|White|-9322.336017216563|30050.0
0|0|Male|White|11627.663982783437|51000.0
0|0|Male|White|25653.663982783437|65026.0
0|0|Male|White|8627.663982783437|48000.0
0|0|Male|White|22327.663982783437|61700.0
0|0|Male|White|-34872.33601721656|4500.0
1|0|Female|White|-15184.531991237272|8974.0
1|0|Female|White|-4408.531991237272|19750.0
1|0|Female|White|9841.468008762728|34000.0
1|0|Female|White|11941.468008762728|36100.0
1|0|Female|White|-13465.531991237272|10693.0
0|0|Male|White|-4371.336017216563|35001.0
