female|nonwhite|Sex|Race|resid_LSAT|resid_UGPA|scf_LSAT|scf_UGPA
1|0|Female|White|-1.1761011914206918|0.0677777506619921|36.0|3.4
1|0|Female|White|4.823898808579308|0.1677777506619922|42.0|3.5
0|0|Male|White|-8.78481251619042|-0.9070566910302444|29.0|2.3
0|0|Male|White|-6.784812516190421|0.4929433089697559|31.0|3.7
1|0|Female|NonWhite|-9.537543055807447|-0.5132350196945024|27.639|2.819
0|0|Male|White|-0.7848125161904207|0.5929433089697556|37.0|3.8
1|0|Female|White|-4.176101191420692|-0.03222224933800799|33.0|3.3
0|0|Male|White|-2.7848125161904207|0.09294330896975556|35.0|3.3
0|0|Male|White|-1.7848125161904207|-0.007056691030244089|36.0|3.2
0|0|Male|White|-1.7848125161904207|-0.8070566910302444|36.0|2.4
0|0|Male|White|3.2151874838095793|0.19294330896975564|41.0|3.4
1|0|Female|White|-3.176101191420692|0.1677777506619922|34.0|3.5
1|0|Female|NonWhite|-5.537543055807447|-0.21323501969450254|31.639|3.119
0|0|Male|White|-8.78481251619042|0.09294330896975556|29.0|3.3
1|0|Female|White|-4.176101191420692|-0.03222224933800799|33.0|3.3
0|0|Male|White|-5.784812516190421|-0.30705669103024436|32.0|2.9
0|0|Male|White|1.2151874838095793|-0.9070566910302444|39.0|2.3
0|0|Male|NonWhite|-10.146254380577176|0.7119305386132613|27.639|3.919
1|0|Female|White|1.8238988085793082|0.0677777506619921|39.0|3.4
1|0|Female|White|1.8238988085793082|-0.3322222493380078|39.0|3.0
1|0|Female|White|-5.176101191420692|0.467777750661992|32.0|3.8
0|0|Male|White|-8.78481251619042|0.09294330896975556|29.0|3.3
0|0|Male|White|-6.784812516190421|-0.20705669103024427|31.0|3.0
1|0|Female|White|-1.1761011914206918|-0.03222224933800799|36.0|3.3
0|0|Male|NonWhite|-6.146254380577176|-0.588069461386739|31.639|2.619
0|0|Male|White|-7.784812516190421|0.29294330896975573|30.0|3.5
0|0|Male|White|0.2151874838095793|0.29294330896975573|38.0|3.5
1|0|Female|White|-3.176101191420692|-0.532222249338008|34.0|2.8
0|0|Male|White|-0.7848125161904207|0.4929433089697559|37.0|3.7
1|0|Female|NonWhite|3.462456944192553|-0.41323501969450227|40.639|2.919
0|0|Male|White|5.215187483809579|-0.20705669103024427|43.0|3.0
0|0|Male|White|4.215187483809579|-0.30705669103024436|42.0|2.9
0|0|Male|White|-3.7848125161904207|0.19294330896975564|34.0|3.4
0|0|Male|White|-12.78481251619042|-0.30705669103024436|25.0|2.9
1|0|Female|White|0.8238988085793082|0.0677777506619921|38.0|3.4
0|0|Male|White|4.215187483809579|0.3929433089697558|42.0|3.6
0|0|Male|White|-0.7848125161904207|0.29294330896975573|37.0|3.5
0|0|Male|White|-7.784812516190421|0.29294330896975573|30.0|3.5
0|0|Male|White|3.2151874838095793|-0.10705669103024418|41.0|3.1
1|0|Female|White|0.8238988085793082|0.2677777506619923|38.0|3.6
1|0|Female|White|4.823898808579308|-0.13222224933800764|42.0|3.2
1|0|Female|White|-1.1761011914206918|-0.03222224933800799|36.0|3.3
1|0|Female|White|-1.1761011914206918|0.2677777506619923|36.0|3.6
1|0|Female|White|1.8238988085793082|0.1677777506619922|39.0|3.5
0|0|Male|White|-9.78481251619042|-0.30705669103024436|28.0|2.9
1|0|Female|White|4.823898808579308|-0.03222224933800799|42.0|3.3
1|0|Female|White|5.823898808579308|0.1677777506619922|43.0|3.5
0|0|Male|White|5.215187483809579|-0.10705669103024418|43.0|3.1
0|0|Male|White|-2.7848125161904207|-0.007056691030244089|35.0|3.2
0|0|Male|White|2.2151874838095793|0.4929433089697559|40.0|3.7
1|0|Female|White|4.823898808579308|-0.8322222493380078|42.0|2.5
1|0|Female|White|4.823898808579308|-0.6322222493380076|42.0|2.7
1|0|Female|White|2.823898808579308|0.36777775066199236|40.0|3.7
1|0|Female|White|0.8238988085793082|0.1677777506619922|38.0|3.5
0|0|Male|White|2.2151874838095793|0.09294330896975556|40.0|3.3
1|0|Female|White|1.8238988085793082|0.1677777506619922|39.0|3.5
1|0|Female|White|-1.1761011914206918|0.2677777506619923|36.0|3.6
1|0|Female|White|0.8238988085793082|0.2677777506619923|38.0|3.6
0|0|Male|White|-1.7848125161904207|-0.20705669103024427|36.0|3.0
0|0|Male|White|1.2151874838095793|-0.007056691030244089|39.0|3.2
1|0|Female|White|-0.1761011914206918|0.5677777506619921|37.0|3.9
0|0|Male|White|-5.784812516190421|-0.5070566910302441|32.0|2.7
1|0|Female|White|3.823898808579308|0.6677777506619922|41.0|4.0
0|0|Male|White|3.2151874838095793|-0.20705669103024427|41.0|3.0
1|0|Female|White|-1.1761011914206918|-0.03222224933800799|36.0|3.3
0|0|Male|White|-2.7848125161904207|0.5929433089697556|35.0|3.8
1|0|Female|White|1.8238988085793082|0.36777775066199236|39.0|3.7
1|0|Female|White|-0.1761011914206918|0.467777750661992|37.0|3.8
0|0|Male|White|-0.7848125161904207|-0.10705669103024418|37.0|3.1
0|0|Male|White|-1.7848125161904207|0.5929433089697556|36.0|3.8
0|0|Male|White|2.2151874838095793|0.09294330896975556|40.0|3.3
1|0|Female|White|7.823898808579308|-0.03222224933800799|45.0|3.3
0|0|Male|White|-2.7848125161904207|-0.6070566910302442|35.0|2.6
1|0|Female|White|-0.1761011914206918|0.2677777506619923|37.0|3.6
0|0|Male|White|2.2151874838095793|0.5929433089697556|40.0|3.8
0|0|Male|White|1.2151874838095793|0.19294330896975564|39.0|3.4
0|0|Male|White|-4.784812516190421|0.6929433089697556|33.0|3.9
0|0|Male|White|2.2151874838095793|0.3929433089697558|40.0|3.6
0|0|Male|White|0.2151874838095793|0.5929433089697556|38.0|3.8
1|0|Female|White|3.823898808579308|-0.03222224933800799|41.0|3.3
0|0|Male|White|-3.7848125161904207|-0.30705669103024436|34.0|2.9
0|0|Male|White|2.2151874838095793|-0.10705669103024418|40.0|3.1
1|0|Female|NonWhite|5.462456944192553|0.18676498030549737|42.639|3.519
1|0|Female|White|2.823898808579308|-0.13222224933800764|40.0|3.2
0|0|Male|White|-5.784812516190421|0.19294330896975564|32.0|3.4
1|0|Female|White|3.823898808579308|0.0677777506619921|41.0|3.4
1|0|Female|White|-0.1761011914206918|0.1677777506619922|37.0|3.5
0|0|Male|White|3.2151874838095793|0.09294330896975556|41.0|3.3
1|0|Female|White|1.8238988085793082|0.2677777506619923|39.0|3.6
0|0|Male|White|0.2151874838095793|0.29294330896975573|38.0|3.5
0|0|Male|White|4.215187483809579|-0.10705669103024418|42.0|3.1
1|0|Female|White|-0.1761011914206918|0.2677777506619923|37.0|3.6
1|0|Female|NonWhite|-0.537543055807447|-0.3132350196945026|36.639|3.019
1|0|Female|White|1.8238988085793082|0.2677777506619923|39.0|3.6
1|0|Female|White|-5.176101191420692|-0.532222249338008|32.0|2.8
0|0|Male|White|3.2151874838095793|-0.10705669103024418|41.0|3.1
1|0|Female|White|-1.1761011914206918|0.36777775066199236|36.0|3.7
0|0|Male|White|0.2151874838095793|0.19294330896975564|38.0|3.4
0|0|Male|White|-3.7848125161904207|0.09294330896975556|34.0|3.3
0|0|Male|White|0.2151874838095793|0.3929433089697558|38.0|3.6
0|0|Male|White|5.215187483809579|-0.30705669103024436|43.0|2.9
1|0|Female|White|-2.176101191420692|0.36777775066199236|35.0|3.7
0|0|Male|NonWhite|3.853745619422824|0.6119305386132612|41.639|3.819
1|0|Female|White|-0.1761011914206918|0.5677777506619921|37.0|3.9
0|0|Male|White|2.2151874838095793|-0.007056691030244089|40.0|3.2
1|0|Female|White|7.823898808579308|-0.13222224933800764|45.0|3.2
0|0|Male|White|2.2151874838095793|0.09294330896975556|40.0|3.3
0|0|Male|White|2.2151874838095793|0.09294330896975556|40.0|3.3
1|0|Female|White|0.8238988085793082|0.0677777506619921|38.0|3.4
0|0|Male|White|2.2151874838095793|0.19294330896975564|40.0|3.4
1|0|Female|NonWhite|-0.537543055807447|-0.3132350196945026|36.639|3.019
0|0|Male|White|-1.7848125161904207|0.4929433089697559|36.0|3.7
1|0|Female|White|-7.176101191420692|0.1677777506619922|30.0|3.5
0|0|Male|White|-0.7848125161904207|0.4929433089697559|37.0|3.7
1|0|Female|NonWhite|3.462456944192553|-0.11323501969450245|40.639|3.219
1|0|Female|NonWhite|-1.537543055807447|0.28676498030549746|35.639|3.619
0|0|Male|White|-1.7848125161904207|-0.5070566910302441|36.0|2.7
1|0|Female|White|-2.176101191420692|-0.4322222493380079|35.0|2.9
1|0|Female|White|-9.176101191420692|-0.13222224933800764|28.0|3.2
0|0|Male|White|1.2151874838095793|-0.8070566910302444|39.0|2.4
1|0|Female|White|3.823898808579308|0.5677777506619921|41.0|3.9
0|0|Male|White|-8.78481251619042|0.29294330896975573|29.0|3.5
0|0|Male|White|-1.7848125161904207|-0.10705669103024418|36.0|3.1
0|0|Male|White|1.2151874838095793|0.5929433089697556|39.0|3.8
0|0|Male|White|-1.7848125161904207|-0.20705669103024427|36.0|3.0
0|0|Male|White|-1.7848125161904207|-0.30705669103024436|36.0|2.9
0|0|Male|White|-1.7848125161904207|-0.30705669103024436|36.0|2.9
0|0|Male|White|-0.7848125161904207|-0.40705669103024444|37.0|2.8
0|0|Male|White|0.2151874838095793|-0.007056691030244089|38.0|3.2
0|0|Male|White|-5.784812516190421|-0.10705669103024418|32.0|3.1
0|0|Male|White|-0.7848125161904207|-0.10705669103024418|37.0|3.1
0|0|Male|White|-10.78481251619042|0.09294330896975556|27.0|3.3
1|0|Female|NonWhite|-0.537543055807447|0.5867649803054977|36.639|3.919
1|0|Female|White|-6.176101191420692|-0.3322222493380078|31.0|3.0
1|0|Female|White|-4.176101191420692|-0.23222224933800772|33.0|3.1
0|0|Male|White|-2.7848125161904207|-0.007056691030244089|35.0|3.2
1|0|Female|White|-6.176101191420692|-0.13222224933800764|31.0|3.2
0|0|Male|White|-4.784812516190421|-0.20705669103024427|33.0|3.0
1|0|Female|White|-4.176101191420692|-0.23222224933800772|33.0|3.1
0|0|Male|White|-3.7848125161904207|-0.30705669103024436|34.0|2.9
1|0|Female|White|1.8238988085793082|0.7677777506619918|39.0|4.0
0|0|Male|White|-3.7848125161904207|-0.10705669103024418|34.0|3.1
0|0|Male|White|-3.7848125161904207|-0.40705669103024444|34.0|2.8
1|0|Female|White|-0.1761011914206918|-0.532222249338008|37.0|2.8
1|0|Female|White|-12.176101191420692|-0.13222224933800764|25.0|3.2
0|0|Male|White|-4.784812516190421|-0.30705669103024436|33.0|2.9
1|0|Female|NonWhite|-3.537543055807447|-0.013235019694502359|33.639|3.319
1|0|Female|White|-3.176101191420692|-0.3322222493380078|34.0|3.0
1|0|Female|White|-3.176101191420692|-0.6322222493380076|34.0|2.7
1|0|Female|White|-7.176101191420692|-0.3322222493380078|30.0|3.0
1|0|Female|White|-4.176101191420692|-0.03222224933800799|33.0|3.3
0|0|Male|White|-3.7848125161904207|-0.30705669103024436|34.0|2.9
1|0|Female|White|-7.176101191420692|0.0677777506619921|30.0|3.4
1|0|Female|White|0.8238988085793082|-0.9322222493380079|38.0|2.4
0|0|Male|White|-5.784812516190421|-0.10705669103024418|32.0|3.1
1|0|Female|White|2.823898808579308|0.6677777506619922|40.0|4.0
1|0|Female|White|4.823898808579308|0.6677777506619922|42.0|4.0
1|0|Female|White|-2.176101191420692|-0.13222224933800764|35.0|3.2
1|0|Female|White|-8.176101191420692|0.0677777506619921|29.0|3.4
0|0|Male|White|-2.7848125161904207|-0.30705669103024436|35.0|2.9
1|0|Female|White|-5.176101191420692|-0.23222224933800772|32.0|3.1
0|0|Male|White|-10.78481251619042|-0.9070566910302444|27.0|2.3
1|0|Female|White|0.8238988085793082|-0.3322222493380078|38.0|3.0
0|0|Male|White|-6.784812516190421|-0.5070566910302441|31.0|2.7
1|0|Female|White|0.8238988085793082|-0.3322222493380078|38.0|3.0
1|0|Female|White|-9.176101191420692|0.5677777506619921|28.0|3.9
0|0|Male|White|-3.7848125161904207|-0.6070566910302442|34.0|2.6
1|0|Female|White|-6.176101191420692|-0.3322222493380078|31.0|3.0
0|0|Male|White|-4.784812516190421|-0.30705669103024436|33.0|2.9
1|0|Female|White|-2.176101191420692|-0.6322222493380076|35.0|2.7
1|0|Female|White|-5.176101191420692|-0.532222249338008|32.0|2.8
1|0|Female|White|-1.1761011914206918|-0.7322222493380077|36.0|2.6
0|0|Male|White|-0.7848125161904207|0.19294330896975564|37.0|3.4
1|0|Female|White|-4.176101191420692|-0.13222224933800764|33.0|3.2
1|0|Female|White|-0.1761011914206918|-0.4322222493380079|37.0|2.9
0|0|Male|White|-11.78481251619042|-0.40705669103024444|26.0|2.8
0|0|Male|White|0.2151874838095793|-0.6070566910302442|38.0|2.6
0|0|Male|White|-3.7848125161904207|-0.5070566910302441|34.0|2.7
0|0|Male|White|-2.7848125161904207|-0.30705669103024436|35.0|2.9
0|0|Male|White|-7.784812516190421|-0.40705669103024444|30.0|2.8
1|0|Female|White|3.823898808579308|-0.3322222493380078|41.0|3.0
0|0|Male|White|-2.7848125161904207|-0.007056691030244089|35.0|3.2
0|0|Male|White|-3.7848125161904207|-0.30705669103024436|34.0|2.9
0|0|Male|White|4.215187483809579|-0.6070566910302442|42.0|2.6
0|0|Male|White|-7.784812516190421|-0.10705669103024418|30.0|3.1
0|0|Male|White|3.2151874838095793|-0.7070566910302443|41.0|2.5
0|0|Male|White|-5.784812516190421|0.29294330896975573|32.0|3.5
1|0|Female|White|-2.176101191420692|0.36777775066199236|35.0|3.7
0|0|Male|White|-6.784812516190421|0.09294330896975556|31.0|3.3
0|0|Male|White|1.2151874838095793|-0.10705669103024418|39.0|3.1
0|0|Male|White|1.2151874838095793|-0.30705669103024436|39.0|2.9
1|0|Female|White|2.823898808579308|-0.7322222493380077|40.0|2.6
0|0|Male|White|2.2151874838095793|0.5929433089697556|40.0|3.8
0|0|Male|White|-4.784812516190421|-0.007056691030244089|33.0|3.2
0|0|Male|White|-5.784812516190421|0.09294330896975556|32.0|3.3
0|0|Male|White|1.2151874838095793|0.09294330896975556|39.0|3.3
1|0|Female|White|1.8238988085793082|-0.6322222493380076|39.0|2.7
0|0|Male|White|-4.784812516190421|0.09294330896975556|33.0|3.3
0|0|Male|White|0.2151874838095793|0.4929433089697559|38.0|3.7
1|0|Female|White|2.823898808579308|0.2677777506619923|40.0|3.6
0|0|Male|White|0.2151874838095793|0.19294330896975564|38.0|3.4
0|0|Male|White|-4.784812516190421|-0.20705669103024427|33.0|3.0
0|0|Male|White|2.2151874838095793|-0.007056691030244089|40.0|3.2
0|0|Male|NonWhite|8.853745619422824|0.3119305386132609|46.639|3.519
0|0|Male|NonWhite|-4.146254380577176|-0.18806946138673908|33.639|3.019
1|0|Female|White|-4.176101191420692|0.1677777506619922|33.0|3.5
0|0|Male|White|2.2151874838095793|0.19294330896975564|40.0|3.4
0|0|Male|White|-1.7848125161904207|-0.10705669103024418|36.0|3.1
1|0|Female|NonWhite|-7.537543055807447|-0.3132350196945026|29.639|3.019
0|0|Male|White|1.2151874838095793|0.3929433089697558|39.0|3.6
1|0|Female|White|3.823898808579308|0.36777775066199236|41.0|3.7
1|0|Female|White|-1.1761011914206918|0.5677777506619921|36.0|3.9
0|0|Male|White|6.215187483809579|-0.007056691030244089|44.0|3.2
1|0|Female|White|4.823898808579308|0.1677777506619922|42.0|3.5
0|0|Male|White|8.21518748380958|0.09294330896975556|46.0|3.3
0|0|Male|White|2.2151874838095793|-1.007056691030244|40.0|2.2
1|0|Female|White|3.823898808579308|0.467777750661992|41.0|3.8
1|0|Female|NonWhite|8.462456944192553|0.28676498030549746|45.639|3.619
0|0|Male|NonWhite|-1.1462543805771759|-0.18806946138673908|36.639|3.019
0|0|Male|White|-0.7848125161904207|0.19294330896975564|37.0|3.4
1|0|Female|White|2.823898808579308|0.1677777506619922|40.0|3.5
1|0|Female|White|-1.1761011914206918|0.36777775066199236|36.0|3.7
1|0|Female|White|4.823898808579308|0.1677777506619922|42.0|3.5
0|0|Male|White|-1.7848125161904207|-0.30705669103024436|36.0|2.9
1|0|Female|White|-0.1761011914206918|0.5677777506619921|37.0|3.9
1|0|Female|White|10.823898808579308|-1.032222249338008|48.0|2.3
1|0|Female|White|-0.1761011914206918|-0.23222224933800772|37.0|3.1
1|0|Female|White|-2.176101191420692|0.5677777506619921|35.0|3.9
0|0|Male|NonWhite|0.8537456194228241|0.21193053861326128|38.639|3.419
1|0|Female|White|9.823898808579308|0.5677777506619921|47.0|3.9
1|0|Female|White|3.823898808579308|-0.532222249338008|41.0|2.8
1|0|Female|White|2.823898808579308|0.1677777506619922|40.0|3.5
0|0|Male|White|6.215187483809579|0.19294330896975564|44.0|3.4
0|0|Male|White|0.2151874838095793|-0.20705669103024427|38.0|3.0
0|0|Male|White|1.2151874838095793|0.3929433089697558|39.0|3.6
1|0|Female|NonWhite|-4.537543055807447|0.28676498030549746|32.639|3.619
0|0|Male|White|8.21518748380958|-0.7070566910302443|46.0|2.5
0|0|Male|White|4.215187483809579|-0.20705669103024427|42.0|3.0
0|0|Male|NonWhite|0.8537456194228241|-0.18806946138673908|38.639|3.019
0|0|Male|White|-3.7848125161904207|0.4929433089697559|34.0|3.7
0|0|Male|White|0.2151874838095793|0.09294330896975556|38.0|3.3
1|0|Female|White|-4.176101191420692|0.5677777506619921|33.0|3.9
0|0|Male|White|0.2151874838095793|0.09294330896975556|38.0|3.3
0|0|Male|White|-3.7848125161904207|0.6929433089697556|34.0|3.9
0|0|Male|White|-0.7848125161904207|0.4929433089697559|37.0|3.7
0|0|Male|NonWhite|6.853745619422824|-0.18806946138673908|44.639|3.019
0|0|Male|White|7.215187483809579|-0.007056691030244089|45.0|3.2
0|0|Male|White|3.2151874838095793|-0.007056691030244089|41.0|3.2
0|0|Male|White|-1.7848125161904207|0.4929433089697559|36.0|3.7
0|0|Male|White|7.215187483809579|0.29294330896975573|45.0|3.5
0|0|Male|NonWhite|4.853745619422824|0.411930538613261|42.639|3.619
1|0|Female|White|6.823898808579308|0.7677777506619918|44.0|4.0
0|0|Male|White|3.2151874838095793|0.29294330896975573|41.0|3.5
0|0|Male|White|2.2151874838095793|0.29294330896975573|40.0|3.5
1|0|Female|White|3.823898808579308|0.0677777506619921|41.0|3.4
1|0|Female|White|6.823898808579308|0.2677777506619923|44.0|3.6
0|0|Male|White|2.2151874838095793|0.09294330896975556|40.0|3.3
1|0|Female|White|4.823898808579308|0.2677777506619923|42.0|3.6
0|0|Male|White|2.2151874838095793|-1.2070566910302443|40.0|2.0
1|0|Female|White|7.823898808579308|0.0677777506619921|45.0|3.4
1|0|Female|White|2.823898808579308|0.467777750661992|40.0|3.8
1|0|Female|White|-1.1761011914206918|0.36777775066199236|36.0|3.7
1|0|Female|White|-3.176101191420692|-0.13222224933800764|34.0|3.2
1|0|Female|White|-0.1761011914206918|0.1677777506619922|37.0|3.5
1|0|Female|NonWhite|-9.537543055807447|-0.3132350196945026|27.639|3.019
0|0|Male|White|0.2151874838095793|0.19294330896975564|38.0|3.4
0|0|Male|White|2.2151874838095793|0.29294330896975573|40.0|3.5
1|0|Female|White|1.8238988085793082|0.0677777506619921|39.0|3.4
0|0|Male|White|2.2151874838095793|-0.007056691030244089|40.0|3.2
0|0|Male|White|-4.784812516190421|-0.30705669103024436|33.0|2.9
0|0|Male|White|0.2151874838095793|0.5929433089697556|38.0|3.8
0|0|Male|White|5.215187483809579|0.5929433089697556|43.0|3.8
1|0|Female|White|0.8238988085793082|0.1677777506619922|38.0|3.5
1|0|Female|White|-2.176101191420692|-0.03222224933800799|35.0|3.3
1|0|Female|White|1.8238988085793082|-0.03222224933800799|39.0|3.3
1|0|Female|White|2.823898808579308|0.467777750661992|40.0|3.8
1|0|Female|White|-4.176101191420692|-0.03222224933800799|33.0|3.3
0|0|Male|White|-0.7848125161904207|-0.007056691030244089|37.0|3.2
0|0|Male|NonWhite|1.8537456194228241|-0.18806946138673908|39.639|3.019
0|0|Male|White|-7.784812516190421|-0.6070566910302442|30.0|2.6
1|0|Female|White|0.8238988085793082|-0.13222224933800764|38.0|3.2
1|0|Female|NonWhite|-1.537543055807447|0.5867649803054977|35.639|3.919
1|0|Female|White|2.823898808579308|-0.3322222493380078|40.0|3.0
0|0|Male|White|-3.7848125161904207|0.4929433089697559|34.0|3.7
1|0|Female|White|4.823898808579308|0.5677777506619921|42.0|3.9
0|0|Male|White|-1.7848125161904207|-0.40705669103024444|36.0|2.8
0|0|Male|White|-5.784812516190421|-0.5070566910302441|32.0|2.7
1|0|Female|White|-7.176101191420692|-0.3322222493380078|30.0|3.0
0|0|Male|NonWhite|3.853745619422824|-0.4880694613867389|41.639|2.719
1|0|Female|White|-2.176101191420692|0.36777775066199236|35.0|3.7
1|0|Female|White|-2.176101191420692|0.1677777506619922|35.0|3.5
1|0|Female|White|-0.1761011914206918|0.0677777506619921|37.0|3.4
0|0|Male|NonWhite|-5.146254380577176|-0.2880694613867387|32.639|2.919
1|0|Female|NonWhite|-2.537543055807447|-0.21323501969450254|34.639|3.119
1|0|Female|White|0.8238988085793082|-0.3322222493380078|38.0|3.0
1|0|Female|White|-4.176101191420692|-0.6322222493380076|33.0|2.7
1|0|Female|White|9.823898808579308|-0.4322222493380079|47.0|2.9
0|0|Male|White|0.2151874838095793|-0.40705669103024444|38.0|2.8
0|0|Male|NonWhite|0.8537456194228241|-0.18806946138673908|38.639|3.019
1|0|Female|NonWhite|1.462456944192553|-0.013235019694502359|38.639|3.319
0|0|Male|White|-3.7848125161904207|0.19294330896975564|34.0|3.4
1|0|Female|NonWhite|-3.537543055807447|-0.6132350196945024|33.639|2.719
0|0|Male|White|2.2151874838095793|-0.007056691030244089|40.0|3.2
0|0|Male|White|-7.784812516190421|-0.5070566910302441|30.0|2.7
0|0|Male|NonWhite|-7.146254380577176|-0.4880694613867389|30.639|2.719
0|0|Male|White|-4.784812516190421|0.5929433089697556|33.0|3.8
0|0|Male|White|-1.7848125161904207|-0.9070566910302444|36.0|2.3
0|0|Male|White|-2.7848125161904207|-0.30705669103024436|35.0|2.9
1|0|Female|White|-7.176101191420692|-0.4322222493380079|30.0|2.9
0|0|Male|White|-10.78481251619042|-0.5070566910302441|27.0|2.7
0|0|Male|White|0.2151874838095793|-0.007056691030244089|38.0|3.2
0|0|Male|White|-9.78481251619042|-1.1070566910302442|28.0|2.1
1|0|Female|White|-0.1761011914206918|-0.03222224933800799|37.0|3.3
0|0|Male|White|1.2151874838095793|-0.8070566910302444|39.0|2.4
0|0|Male|White|3.2151874838095793|-0.8070566910302444|41.0|2.4
0|0|Male|NonWhite|-0.14625438057717588|-0.6880694613867391|37.639|2.519
0|0|Male|White|7.215187483809579|-0.6070566910302442|45.0|2.6
0|0|Male|White|-4.784812516190421|0.19294330896975564|33.0|3.4
0|0|Male|NonWhite|-6.146254380577176|0.6119305386132612|31.639|3.819
1|0|Female|White|2.823898808579308|0.36777775066199236|40.0|3.7
1|0|Female|White|-1.1761011914206918|-0.23222224933800772|36.0|3.1
1|0|Female|White|-1.1761011914206918|-0.13222224933800764|36.0|3.2
0|0|Male|NonWhite|-13.146254380577176|0.21193053861326128|24.639|3.419
0|0|Male|White|-1.7848125161904207|0.5929433089697556|36.0|3.8
0|0|Male|White|-1.7848125161904207|0.09294330896975556|36.0|3.3
1|0|Female|White|4.823898808579308|0.0677777506619921|42.0|3.4
0|0|Male|White|2.2151874838095793|0.3929433089697558|40.0|3.6
0|0|Male|NonWhite|-7.146254380577176|0.6119305386132612|30.639|3.819
0|0|Male|White|-0.7848125161904207|0.5929433089697556|37.0|3.8
0|0|Male|White|7.215187483809579|0.3929433089697558|45.0|3.6
0|0|Male|NonWhite|-10.146254380577176|0.21193053861326128|27.639|3.419
0|0|Male|White|-7.784812516190421|-0.8070566910302444|30.0|2.4
1|0|Female|White|0.8238988085793082|-0.3322222493380078|38.0|3.0
1|0|Female|NonWhite|-7.537543055807447|-0.6132350196945024|29.639|2.719
1|0|Female|White|-2.176101191420692|-0.3322222493380078|35.0|3.0
