female|nonwhite|gender|race|resid_income|scf_income
0|0|Female|White|48300.46800876273|87672.804
0|0|Female|White|-1304.5319912372725|38067.804
0|0|Male|White|5627.663982783437|45000.0
0|0|Male|White|36543.66398278344|75916.0
0|0|Male|White|-4432.336017216563|34940.0
0|0|Male|White|-36083.33601721656|3289.0
0|0|Male|White|25159.663982783437|64532.0
0|0|Female|White|-17142.531991237272|22229.804
0|0|Male|White|17462.663982783437|56835.0
0|0|Female|White|14657.468008762728|54029.804
0|0|Male|White|35225.66398278344|74598.0
0|0|Male|White|167.66398278343695|39540.0
0|0|Male|White|-10362.336017216563|29010.0
0|0|Male|White|35825.66398278344|75198.0
0|0|Male|White|-172.33601721656305|39200.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|-7792.336017216563|31580.0
0|0|Male|White|19627.663982783437|59000.0
0|0|Female|White|-16240.531991237272|23131.804
0|0|Male|White|-27372.336017216563|12000.0
0|0|Male|White|28027.663982783437|67400.0
0|0|Male|White|-3276.336017216563|36096.0
0|0|Male|White|-27372.336017216563|12000.0
0|0|Female|White|-18256.531991237272|21115.804
0|0|Male|White|502.66398278343695|39875.0
0|0|Male|White|8927.663982783437|48300.0
0|0|Male|White|-31372.336017216563|8000.0
0|0|Male|White|13043.663982783437|52416.0
0|0|Male|White|-1232.336017216563|38140.0
0|0|Male|White|23100.663982783437|62473.0
0|0|Male|White|9077.663982783437|48450.0
0|0|Male|White|-4372.336017216563|35000.0
0|0|Female|White|-20858.531991237272|18513.804
0|0|Female|White|-13778.531991237272|25593.804
0|0|Male|White|-27768.336017216563|11604.0
0|0|Male|White|-26883.336017216563|12489.0
0|0|Male|White|-23972.336017216563|15400.0
0|0|Male|White|-30372.336017216563|9000.0
0|0|Female|White|47091.46800876273|86463.804
0|0|Male|White|15832.663982783437|55205.0
0|0|Female|White|3810.4680087627275|43182.804
0|0|Female|White|-1321.5319912372725|38050.804
0|0|Male|White|-18815.336017216563|20557.0
0|0|Male|White|-21932.336017216563|17440.0
0|0|Female|White|-12393.531991237272|26978.804
0|0|Male|White|18827.663982783437|58200.0
0|0|Female|White|-10158.531991237272|29213.804
0|0|Male|White|4551.663982783437|43924.0
0|0|Male|White|6820.663982783437|46193.0
0|0|Male|White|-33008.33601721656|6364.0
0|0|Male|White|46929.66398278344|86302.0
0|0|Male|White|-36572.33601721656|2800.0
0|0|Male|White|28185.663982783437|67558.0
0|0|Male|White|23727.663982783437|63100.0
0|0|Male|White|-19372.336017216563|20000.0
0|0|Male|White|19507.663982783437|58880.0
0|1|Female|Other|-15722.981523562834|17792.804
0|0|Male|White|-19466.336017216563|19906.0
0|0|Female|White|-5258.531991237272|34113.804
0|0|Female|White|-19758.531991237272|19613.804
0|0|Male|White|-32372.336017216563|7000.0
0|0|Male|White|-28272.336017216563|11100.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|60626.66398278344|99999.0
0|1|Male|Asian-Pac-Islander|-3515.7855495421245|30000.0
0|0|Male|White|2166.663982783437|41539.0
0|0|Male|White|-31754.336017216563|7618.0
0|0|Female|White|-6618.531991237272|32753.804
0|0|Male|White|-5893.336017216563|33479.0
0|0|Male|White|-17842.336017216563|21530.0
0|0|Female|White|-7360.531991237272|32011.804
0|0|Male|White|-15372.336017216563|24000.0
0|0|Male|White|-10255.336017216563|29117.0
0|0|Male|White|-24128.336017216563|15244.0
0|0|Male|White|-23772.336017216563|15600.0
0|0|Female|White|-19958.531991237272|19413.804
0|0|Male|White|-5372.336017216563|34000.0
0|0|Male|White|-7960.336017216563|31412.0
0|0|Male|White|-8372.336017216563|31000.0
0|0|Male|White|-18072.336017216563|21300.0
0|0|Male|White|-29625.336017216563|9747.0
0|0|Male|White|-31804.336017216563|7568.0
0|0|Male|White|8654.663982783437|48027.0
0|0|Male|White|-15362.336017216563|24010.0
0|0|Female|White|-12658.531991237272|26713.804
0|0|Male|White|14627.663982783437|54000.0
0|0|Male|White|-8255.336017216563|31117.0
0|0|Male|White|-24372.336017216563|15000.0
0|0|Female|White|-13133.531991237272|26238.804
0|0|Female|White|-19227.531991237272|20144.804
0|0|Male|White|-7085.336017216563|32287.0
0|0|Male|White|-5075.336017216563|34297.0
0|0|Female|White|-11462.531991237272|27909.804
0|0|Male|White|11229.663982783437|50602.0
0|0|Female|White|-17858.531991237272|21513.804
0|0|Male|White|6141.663982783437|45514.0
0|0|Male|White|10627.663982783437|50000.0
0|0|Female|White|-21658.531991237272|17713.804
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|8627.663982783437|48000.0
0|0|Male|White|-17313.336017216563|22059.0
0|0|Female|White|-22707.531991237272|16664.804
0|0|Male|White|-37367.33601721656|2005.0
0|0|Female|White|-15158.531991237272|24213.804
0|0|Female|White|4398.468008762728|43770.804
0|0|Male|White|-18777.336017216563|20595.0
0|0|Female|White|-7135.531991237272|32236.804
0|0|Male|White|8127.663982783437|47500.0
0|0|Female|White|-87.53199123727245|39284.804
0|0|Female|White|-21658.531991237272|17713.804
0|0|Male|White|22655.663982783437|62028.0
0|0|Female|White|-18958.531991237272|20413.804
0|0|Male|White|8320.663982783437|47693.0
0|0|Male|White|-9158.336017216563|30214.0
0|0|Male|White|-28556.336017216563|10816.0
0|0|Male|White|-19723.336017216563|19649.0
0|0|Male|White|-21847.336017216563|17525.0
0|0|Female|White|-21037.531991237272|18334.804
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|2468.663982783437|41841.0
0|0|Male|White|-21332.336017216563|18040.0
0|0|Female|White|-5150.531991237272|34221.804
0|0|Male|White|17827.663982783437|57200.0
0|0|Female|White|-5587.531991237272|33784.804
0|0|Male|White|10427.663982783437|49800.0
0|0|Male|White|14938.663982783437|54311.0
0|0|Male|White|-1359.336017216563|38013.0
0|0|Male|White|-28372.336017216563|11000.0
0|0|Male|White|15775.663982783437|55148.0
0|0|Male|White|-8860.336017216563|30512.0
0|0|Female|White|-21394.531991237272|17977.804
0|0|Male|White|-11072.336017216563|28300.0
0|0|Male|White|14743.663982783437|54116.0
0|0|Male|White|-21301.336017216563|18071.0
0|0|Female|White|6241.468008762728|45613.804
0|0|Male|White|17727.663982783437|57100.0
0|0|Male|White|-12247.336017216563|27125.0
0|0|Male|White|-27872.336017216563|11500.0
0|0|Female|White|16641.468008762728|56013.804
0|0|Male|White|-10572.336017216563|28800.0
0|0|Male|White|-12035.336017216563|27337.0
0|0|Male|White|-9372.336017216563|30000.0
0|0|Female|White|-21558.531991237272|17813.804
0|0|Female|White|5041.468008762728|44413.804
0|0|Male|White|-3220.336017216563|36152.0
0|0|Male|White|-15359.336017216563|24013.0
0|0|Female|White|34037.46800876273|73409.804
0|0|Female|White|-23465.531991237272|15906.804
0|0|Male|White|-27659.336017216563|11713.0
0|0|Female|White|-20158.531991237272|19213.804
0|0|Male|White|17427.663982783437|56800.0
0|0|Male|White|-38534.33601721656|838.0
0|0|Male|White|29427.663982783437|68800.0
0|0|Male|White|20118.663982783437|59491.0
0|0|Male|White|6056.663982783437|45429.0
0|1|Female|Amer-Indian-Eskimo|-9089.981523562834|24425.804
0|0|Male|White|965.663982783437|40338.0
0|0|Male|White|-4372.336017216563|35000.0
0|0|Female|White|12805.468008762728|52177.804
0|0|Male|White|-23240.336017216563|16132.0
0|0|Male|White|-30578.336017216563|8794.0
0|0|Male|White|111.66398278343695|39484.0
0|0|Female|White|-7058.531991237272|32313.804
0|0|Male|White|-30572.336017216563|8800.0
0|0|Male|White|-18772.336017216563|20600.0
0|0|Male|White|15887.663982783437|55260.0
0|0|Male|White|-23372.336017216563|16000.0
0|0|Female|White|-11994.531991237272|27377.804
0|0|Male|White|35627.66398278344|75000.0
0|0|Female|White|-15658.531991237272|23713.804
0|0|Female|White|-6861.531991237272|32510.804
0|0|Male|White|15123.663982783437|54496.0
0|0|Female|White|-19358.531991237272|20013.804
0|0|Male|White|5643.663982783437|45016.0
0|0|Female|White|4701.468008762728|44073.804
0|0|Female|White|-22538.531991237272|16833.804
0|0|Male|White|-18880.336017216563|20492.0
0|0|Male|White|-2371.336017216563|37001.0
0|0|Male|White|14784.663982783437|54157.0
0|0|Male|White|-20115.336017216563|19257.0
0|0|Female|White|5874.468008762728|45246.804
0|0|Male|White|-18167.336017216563|21205.0
0|0|Male|White|6250.663982783437|45623.0
0|0|Male|White|-488.33601721656305|38884.0
0|0|Male|White|-36809.33601721656|2563.0
0|0|Female|White|-4960.531991237272|34411.804
0|0|Female|White|-5611.531991237272|33760.804
0|0|Male|White|-21386.336017216563|17986.0
0|0|Male|White|-12372.336017216563|27000.0
0|0|Female|White|18859.468008762728|58231.804
0|0|Female|White|8847.468008762728|48219.804
0|0|Male|White|-17483.336017216563|21889.0
0|0|Female|White|75840.46800876272|99999.0
0|0|Female|White|8041.468008762728|47413.804
0|0|Male|White|-28210.336017216563|11162.0
0|0|Male|White|-21529.336017216563|17843.0
0|0|Male|White|-5468.336017216563|33904.0
0|0|Male|White|-18872.336017216563|20500.0
0|0|Male|White|10651.663982783437|50024.0
0|0|Male|White|-6372.336017216563|33000.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Female|White|-14738.531991237272|24633.804
0|0|Female|White|-8548.531991237272|30823.804
0|0|Male|White|-15610.336017216563|23762.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-18136.336017216563|21236.0
0|0|Male|White|-26451.336017216563|12921.0
0|0|Male|White|-36372.33601721656|3000.0
0|0|Male|White|-37372.33601721656|2000.0
0|0|Male|White|-15405.336017216563|23967.0
0|0|Male|White|-17622.336017216563|21750.0
0|0|Female|White|-20383.531991237272|18988.804
0|0|Male|White|3789.663982783437|43162.0
0|0|Male|White|-1516.336017216563|37856.0
0|0|Female|White|22894.468008762728|62266.804
0|0|Female|White|7002.468008762728|46374.804
0|0|Male|White|15119.663982783437|54492.0
0|0|Female|White|2841.4680087627275|42213.804
0|0|Male|White|-35818.33601721656|3554.0
0|0|Male|White|-19523.336017216563|19849.0
0|0|Female|White|2940.4680087627275|42312.804
0|0|Male|White|27293.663982783437|66666.0
0|0|Male|White|20166.663982783437|59539.0
0|1|Male|Asian-Pac-Islander|66483.21445045788|99999.0
0|0|Male|White|10825.663982783437|50198.0
0|0|Male|White|-13216.336017216563|26156.0
0|0|Male|White|-26046.336017216563|13326.0
0|0|Male|White|16485.663982783437|55858.0
0|0|Male|White|-10827.336017216563|28545.0
0|0|Female|White|-3038.5319912372725|36333.804
0|0|Male|White|10308.663982783437|49681.0
0|0|Female|White|-20859.531991237272|18512.804
0|0|Male|White|-24372.336017216563|15000.0
0|0|Female|White|-20458.531991237272|18913.804
0|0|Female|White|-15358.531991237272|24013.804
0|1|Male|Asian-Pac-Islander|-12715.785549542124|20800.0
0|0|Male|White|38225.66398278344|77598.0
0|0|Female|White|6941.468008762728|46313.804
0|0|Female|White|-2530.5319912372725|36841.804
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-895.336017216563|38477.0
0|0|Male|White|-14272.336017216563|25100.0
0|0|Male|White|10647.663982783437|50020.0
0|0|Male|White|627.663982783437|40000.0
0|0|Male|White|-27993.336017216563|11379.0
0|0|Male|White|23027.663982783437|62400.0
0|0|Male|White|4637.663982783437|44010.0
0|0|Male|White|-22372.336017216563|17000.0
0|0|Male|White|-20262.336017216563|19110.0
0|0|Female|White|-9158.531991237272|30213.804
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|30951.663982783437|70324.0
0|0|Female|White|18399.468008762728|57771.804
0|0|Male|White|-39122.33601721656|250.0
0|0|Male|White|-31972.336017216563|7400.0
0|0|Female|White|871.4680087627275|40243.804
0|0|Female|White|-10058.531991237272|29313.804
0|0|Female|White|-5158.531991237272|34213.804
0|0|Female|White|-12158.531991237272|27213.804
0|0|Male|White|-11572.336017216563|27800.0
0|0|Male|White|-15849.336017216563|23523.0
0|0|Male|White|20789.663982783437|60162.0
0|0|Female|White|-6561.531991237272|32810.804
0|0|Male|White|10359.663982783437|49732.0
0|0|Male|White|13826.663982783437|53199.0
0|0|Male|White|12658.663982783437|52031.0
0|0|Male|White|-24305.336017216563|15067.0
0|0|Male|White|-27568.336017216563|11804.0
0|0|Male|White|-6688.336017216563|32684.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Female|White|-14072.531991237272|25299.804
0|0|Female|White|-22438.531991237272|16933.804
0|0|Male|White|-36972.33601721656|2400.0
0|0|Male|White|-28377.336017216563|10995.0
0|0|Female|White|5871.468008762728|45243.804
0|0|Male|White|-24545.336017216563|14827.0
0|0|Male|White|14357.663982783437|53730.0
0|0|Male|White|-16359.336017216563|23013.0
0|0|Female|White|-22698.531991237272|16673.804
0|0|Male|White|-31355.336017216563|8017.0
0|0|Male|White|-26272.336017216563|13100.0
0|0|Male|White|-16336.336017216563|23036.0
0|0|Male|White|11383.663982783437|50756.0
0|0|Male|White|-12771.336017216563|26601.0
0|0|Male|White|-12450.336017216563|26922.0
0|0|Male|White|21560.663982783437|60933.0
0|0|Male|White|-9122.336017216563|30250.0
0|0|Female|White|-14320.531991237272|25051.804
0|0|Male|White|-14576.336017216563|24796.0
0|0|Male|White|9086.663982783437|48459.0
0|0|Male|White|16146.663982783437|55519.0
0|0|Male|White|9439.663982783437|48812.0
0|0|Male|White|4658.663982783437|44031.0
0|0|Female|White|26556.468008762728|65928.804
0|0|Female|White|-2948.5319912372725|36423.804
0|0|Female|White|-9158.531991237272|30213.804
0|0|Male|White|18707.663982783437|58080.0
0|0|Male|White|26895.663982783437|66268.0
0|0|Female|White|-3991.5319912372725|35380.804
0|0|Male|White|20742.663982783437|60115.0
0|0|Male|White|-11454.336017216563|27918.0
0|0|Male|White|-26772.336017216563|12600.0
0|0|Female|White|-13642.531991237272|25729.804
0|0|Male|White|-4448.336017216563|34924.0
0|0|Male|White|13407.663982783437|52780.0
0|0|Female|White|-9160.531991237272|30211.804
0|0|Male|White|-16772.336017216563|22600.0
0|0|Male|White|-23347.336017216563|16025.0
0|0|Female|White|-3708.5319912372725|35663.804
0|0|Male|White|-18962.336017216563|20410.0
0|0|Male|White|-26299.336017216563|13073.0
0|0|Male|White|-35372.33601721656|4000.0
0|0|Male|White|-22342.336017216563|17030.0
0|0|Male|White|-31472.336017216563|7900.0
0|0|Male|White|-32783.33601721656|6589.0
0|0|Male|White|4027.663982783437|43400.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Male|White|-8695.336017216563|30677.0
0|0|Female|White|3342.4680087627275|42714.804
0|0|Male|White|-2297.336017216563|37075.0
0|1|Male|Asian-Pac-Islander|44130.214450457876|77646.0
0|1|Female|Asian-Pac-Islander|-15276.981523562834|18238.804
0|0|Female|White|-16255.531991237272|23116.804
0|0|Female|White|-1643.5319912372725|37728.804
0|0|Male|White|42242.66398278344|81615.0
0|0|Male|White|11460.663982783437|50833.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Female|White|-15158.531991237272|24213.804
0|0|Male|White|51525.66398278344|90898.0
0|0|Male|White|-38162.33601721656|1210.0
0|0|Male|White|-18372.336017216563|21000.0
0|0|Male|White|-3782.336017216563|35590.0
0|0|Female|White|8812.468008762728|48184.804
0|0|Female|White|-19158.531991237272|20213.804
0|0|Male|White|15478.663982783437|54851.0
0|0|Male|White|6954.663982783437|46327.0
0|0|Female|White|-13896.531991237272|25475.804
0|0|Female|White|-308.53199123727245|39063.804
0|0|Male|White|-25544.336017216563|13828.0
0|0|Male|White|13661.663982783437|53034.0
0|0|Male|White|-37972.33601721656|1400.0
0|0|Male|White|-18000.336017216563|21372.0
0|0|Male|White|-21203.336017216563|18169.0
0|0|Male|White|-12372.336017216563|27000.0
0|0|Male|White|-12921.336017216563|26451.0
0|0|Male|White|15777.663982783437|55150.0
0|0|Female|White|-22758.531991237272|16613.804
0|0|Male|White|-17334.336017216563|22038.0
0|0|Male|White|-23231.336017216563|16141.0
0|0|Female|White|21707.468008762728|61079.804
0|0|Male|White|-27372.336017216563|12000.0
0|0|Female|White|26504.468008762728|65876.804
0|0|Female|White|3536.4680087627275|42908.804
0|0|Female|White|-19115.531991237272|20256.804
0|0|Male|White|60626.66398278344|99999.0
0|0|Female|White|14751.468008762728|54123.804
0|0|Female|White|-2557.5319912372725|36814.804
0|0|Male|White|-17172.336017216563|22200.0
0|0|Male|White|-9262.336017216563|30110.0
0|0|Male|White|60626.66398278344|99999.0
0|0|Female|White|21041.468008762728|60413.804
0|0|Male|White|-9322.336017216563|30050.0
0|0|Male|White|11627.663982783437|51000.0
0|0|Male|White|25653.663982783437|65026.0
0|0|Male|White|8627.663982783437|48000.0
0|0|Male|White|22327.663982783437|61700.0
0|0|Male|White|-34872.33601721656|4500.0
0|0|Female|White|-15184.531991237272|24187.804
0|0|Female|White|-4408.531991237272|34963.804
0|0|Female|White|9841.468008762728|49213.804
0|0|Female|White|11941.468008762728|51313.804
0|0|Female|White|-13465.531991237272|25906.804
0|0|Male|White|-4371.336017216563|35001.0
