age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree_enc,sex_enc,race_enc,id,target
54.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,160,1
52.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,161,0
45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0
42.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,163,0
43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164,0
38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,165,0
31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,166,1
30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,167,0
56.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,168,1
31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,0
29.0,11.0,0.0,1.0,0.0,1.0,1.0,1.0,170,1
50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,171,0
44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,172,0
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,173,1
23.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,174,1
25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,175,0
22.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,176,1
30.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,177,1
37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178,1
28.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,179,1
36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,180,0
44.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,181,1
25.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,182,1
26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183,1
26.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,184,1
43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,185,1
23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,186,1
37.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,187,1
26.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,188,1
51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,189,0
31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,190,0
22.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,191,1
24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,192,1
51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,193,0
35.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,194,1
30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,195,0
39.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,196,0
19.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,197,1
46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198,1
28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,199,1
28.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,200,0
38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,201,1
41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,202,1
24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,203,0
30.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,204,1
55.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,205,1
39.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,206,0
52.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,207,1
22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,208,1
30.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,209,0
42.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,210,0
60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,211,0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212,0
26.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,213,1
29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214,0
20.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,215,1
40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,216,1
38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,217,1
47.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,218,1
36.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,219,1
23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,220,1
21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221,1
38.0,16.0,2.0,3.0,0.0,0.0,0.0,1.0,222,1
24.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,223,1
25.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,224,0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225,1
34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226,1
44.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,227,1
25.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,228,1
25.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,229,1
21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,230,1
21.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,231,1
50.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,232,1
25.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,233,1
29.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,234,0
28.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,235,1
57.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,236,1
29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,237,1
27.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,238,0
23.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,239,1
26.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,240,0
49.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,241,1
20.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,242,1
31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,243,1
66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,0
46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,245,1
29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,246,1
26.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,247,1
24.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,248,1
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,0
25.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,250,1
29.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,251,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,252,0
30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,253,0
26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,254,0
20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1
41.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,256,0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257,0
54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,258,0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,0
32.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,260,0
31.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,261,0
26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,262,1
23.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,263,1
22.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,264,1
49.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,265,0
23.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,266,1
46.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,267,0
47.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,268,0
48.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,269,0
28.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,270,1
21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,271,1
21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272,1
35.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,273,1
33.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,274,0
50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,275,0
32.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,276,0
30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,277,0
22.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,278,1
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,1
30.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,280,1
23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,281,0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282,0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283,0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284,0
26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,285,1
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,1
38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,287,0
41.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,288,1
28.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,289,1
24.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,290,0
33.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,291,0
26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,292,1
38.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,293,0
37.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,294,0
27.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,295,0
23.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,296,0
31.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,297,1
26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,298,0
22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,299,0
27.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,300,1
25.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,301,1
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,302,0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303,1
29.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,304,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,305,1
24.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,306,1
24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,307,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,308,0
55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,309,1
28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310,1
22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,311,1
28.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,312,1
21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,313,1
20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,314,1
32.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,315,1
27.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,316,0
22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,317,1
31.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,318,0
33.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,319,0
52.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,320,1
34.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,321,1
22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,322,0
37.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,323,0
58.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,324,0
58.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325,0
25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,326,0
34.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,327,1
27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,328,0
49.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,329,1
21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,330,1
27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,331,0
47.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,332,1
33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,333,0
23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,334,1
31.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,335,0
66.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,336,1
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,337,1
53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,338,1
33.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,339,1
29.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,340,1
20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,341,1
54.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,342,0
37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,343,0
22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,344,0
27.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,345,1
45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,346,0
36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,347,1
34.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,348,1
38.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,349,1
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,0
22.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,351,1
21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,352,1
46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,353,0
28.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,354,0
41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,355,0
42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,356,0
51.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,357,1
46.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,358,0
26.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,359,1
28.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,360,1
36.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,361,0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,0
21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,363,1
33.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,364,0
25.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,365,0
50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,366,0
71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,367,0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,0
57.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,369,0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,370,0
25.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,371,1
55.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,372,1
36.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,373,1
29.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,374,1
50.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,375,1
36.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,376,1
34.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,377,0
51.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,378,1
25.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,379,0
30.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,380,1
36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,381,1
33.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,382,1
22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,383,0
28.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,384,1
39.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,385,0
