sex_enc,race_enc,age,priors_count,id,female,male,nonwhite,resid_priors_count,scf_priors_count
0.0,0.0,56.0,3.0,130,1,0,0,-1.050744108715464,5
0.0,0.0,30.0,3.0,131,1,0,0,0.912537540790022,5
1.0,0.0,55.0,0.0,132,0,1,0,-2.650133041465679,2
1.0,0.0,24.0,0.0,133,0,1,0,-0.3092972285937534,2
0.0,1.0,29.0,0.0,134,1,0,0,-4.222153983323079,0
0.0,0.0,21.0,0.0,135,1,0,0,-1.407864965150387,2
0.0,0.0,29.0,1.0,136,1,0,0,-1.01195162653669,3
0.0,1.0,25.0,5.0,137,1,0,0,1.0798893473700728,5
1.0,1.0,20.0,0.0,138,0,1,0,-2.21745625468699,0
0.0,1.0,33.0,1.0,139,1,0,0,-3.524197314016231,1
0.0,1.0,51.0,3.0,140,1,0,0,-2.8833923021354133,3
0.0,1.0,34.0,5.0,141,1,0,0,0.400291853310482,5
0.0,1.0,35.0,5.0,142,1,0,0,0.32478102063719394,5
0.0,0.0,31.0,3.0,143,1,0,0,0.837026708116734,5
1.0,1.0,35.0,12.0,144,0,1,0,8.64988125521369,12
0.0,1.0,42.0,1.0,145,1,0,0,-4.203794808075822,1
0.0,1.0,23.0,2.0,146,1,0,0,-1.769088987283351,2
0.0,1.0,33.0,8.0,147,1,0,0,3.475802685983769,8
0.0,1.0,34.0,0.0,148,1,0,0,-4.599708146689518,0
0.0,0.0,52.0,0.0,149,1,0,0,-3.7487007780223127,2
0.0,1.0,22.0,0.0,150,1,0,0,-3.693578154610063,0
0.0,0.0,55.0,11.0,151,1,0,0,7.024766723957824,13
1.0,1.0,37.0,0.0,152,0,1,0,-3.5011404101328845,0
0.0,1.0,29.0,6.0,153,1,0,0,1.7778460166769214,6
0.0,1.0,24.0,0.0,154,1,0,0,-3.844599819956639,0
0.0,1.0,22.0,3.0,155,1,0,0,-0.693578154610063,3
0.0,0.0,24.0,2.0,156,1,0,0,0.3656025368297493,4
0.0,0.0,30.0,0.0,157,1,0,0,-2.087462459209978,2
0.0,0.0,72.0,3.0,158,1,0,0,-2.2589174314880704,5
0.0,1.0,38.0,10.0,159,1,0,0,5.09824852261733,10
0.0,1.0,54.0,4.0,160,1,0,0,-2.1099248001552766,4
0.0,1.0,52.0,1.0,161,1,0,0,-4.958903134808701,1
0.0,0.0,45.0,1.0,162,1,0,0,-2.220124949309297,3
0.0,1.0,42.0,3.0,163,1,0,0,-2.2037948080758216,3
0.0,0.0,43.0,0.0,164,1,0,0,-3.069103283962721,2
0.0,1.0,38.0,0.0,165,1,0,0,-4.90175147738267,0
0.0,0.0,31.0,9.0,166,1,0,0,6.837026708116734,11
1.0,0.0,30.0,0.0,167,0,1,0,-0.7623622246334809,2
0.0,0.0,56.0,9.0,168,1,0,0,4.949255891284536,11
0.0,0.0,31.0,0.0,169,1,0,0,-2.162973291883266,2
1.0,1.0,29.0,11.0,170,0,1,0,8.102946251253417,11
0.0,0.0,50.0,1.0,171,1,0,0,-2.5976791126757366,3
1.0,0.0,44.0,0.0,172,0,1,0,-1.8195138820595116,2
0.0,1.0,20.0,0.0,173,1,0,0,-3.5425564892634878,0
0.0,1.0,23.0,2.0,174,1,0,0,-1.769088987283351,2
1.0,1.0,25.0,0.0,175,0,1,0,-2.59501041805343,0
0.0,1.0,22.0,2.0,176,1,0,0,-1.693578154610063,2
0.0,1.0,30.0,5.0,177,1,0,0,0.7023351840036334,5
0.0,0.0,37.0,0.0,178,1,0,0,-2.6160382879229935,2
0.0,0.0,28.0,9.0,179,1,0,0,7.063559206136598,11
1.0,1.0,36.0,0.0,180,0,1,0,-3.4256295774595973,0
0.0,0.0,44.0,16.0,181,1,0,0,12.85538588336399,18
0.0,1.0,25.0,3.0,182,1,0,0,-0.9201106526299272,3
0.0,1.0,26.0,0.0,183,1,0,0,-3.9956214853032153,0
0.0,1.0,26.0,13.0,184,1,0,0,9.004378514696786,13
0.0,0.0,43.0,1.0,185,1,0,0,-2.069103283962721,3
0.0,1.0,23.0,1.0,186,1,0,0,-2.769088987283351,1
0.0,1.0,37.0,4.0,187,1,0,0,-0.8262406447093822,4
0.0,1.0,26.0,11.0,188,1,0,0,7.004378514696785,11
0.0,0.0,51.0,2.0,189,1,0,0,-1.6731899453490247,4
0.0,1.0,31.0,1.0,190,1,0,0,-3.3731756486696547,1
0.0,1.0,22.0,0.0,191,1,0,0,-3.693578154610063,0
0.0,0.0,24.0,2.0,192,1,0,0,0.3656025368297493,4
1.0,0.0,51.0,0.0,193,0,1,0,-2.348089710772527,2
0.0,1.0,35.0,8.0,194,1,0,0,3.324781020637194,8
0.0,0.0,30.0,0.0,195,1,0,0,-2.087462459209978,2
0.0,1.0,39.0,9.0,196,1,0,0,4.022737689944042,9
0.0,1.0,19.0,3.0,197,1,0,0,-0.4670456565901997,3
0.0,0.0,46.0,1.0,198,1,0,0,-2.295635781982585,3
1.0,0.0,28.0,0.0,199,0,1,0,-0.6113405592869048,2
0.0,1.0,28.0,5.0,200,1,0,0,0.8533568493502095,5
0.0,0.0,38.0,1.0,201,1,0,0,-1.6915491205962816,3
0.0,0.0,41.0,9.0,202,1,0,0,6.081918381383855,11
0.0,1.0,24.0,1.0,203,1,0,0,-2.844599819956639,1
0.0,1.0,30.0,11.0,204,1,0,0,6.702335184003633,11
0.0,1.0,55.0,5.0,205,1,0,0,-1.1854356328285647,5
0.0,0.0,39.0,2.0,206,1,0,0,-0.7670599532695697,4
0.0,1.0,52.0,7.0,207,1,0,0,1.0410968651912986,7
0.0,1.0,22.0,0.0,208,1,0,0,-3.693578154610063,0
1.0,1.0,30.0,3.0,209,0,1,0,0.02743541858013021,3
1.0,1.0,42.0,1.0,210,0,1,0,-2.878694573499325,1
0.0,1.0,60.0,0.0,211,1,0,0,-6.562989796195004,0
0.0,1.0,63.0,0.0,212,1,0,0,-6.789522294214868,0
0.0,1.0,26.0,4.0,213,1,0,0,0.004378514696784741,4
0.0,1.0,29.0,0.0,214,1,0,0,-4.222153983323079,0
1.0,0.0,20.0,4.0,215,0,1,0,3.9927461020993986,6
0.0,1.0,40.0,0.0,216,1,0,0,-5.052773142729246,0
1.0,0.0,38.0,0.0,217,0,1,0,-1.366448886019784,2
0.0,1.0,47.0,3.0,218,1,0,0,-2.581348971442261,3
1.0,1.0,36.0,4.0,219,0,1,0,0.5743704225404027,4
0.0,1.0,23.0,0.0,220,1,0,0,-3.769088987283351,0
0.0,0.0,21.0,0.0,221,1,0,0,-1.407864965150387,2
0.0,1.0,38.0,16.0,222,1,0,0,11.098248522617329,16
0.0,1.0,24.0,1.0,223,1,0,0,-2.844599819956639,1
0.0,0.0,25.0,5.0,224,1,0,0,3.2900917041564615,7
0.0,1.0,30.0,0.0,225,1,0,0,-4.297664815996367,0
0.0,0.0,34.0,0.0,226,1,0,0,-2.3895057899031293,2
0.0,1.0,44.0,0.0,227,1,0,0,-5.354816473422398,0
0.0,1.0,25.0,3.0,228,1,0,0,-0.9201106526299272,3
0.0,1.0,25.0,8.0,229,1,0,0,4.079889347370073,8
0.0,1.0,21.0,0.0,230,1,0,0,-3.618067321936776,0
0.0,1.0,21.0,1.0,231,1,0,0,-2.618067321936776,1
0.0,1.0,50.0,7.0,232,1,0,0,1.1921185305378748,7
0.0,1.0,25.0,3.0,233,1,0,0,-0.9201106526299272,3
0.0,0.0,29.0,5.0,234,1,0,0,2.98804837346331,7
0.0,1.0,28.0,3.0,235,1,0,0,-1.1466431506497905,3
0.0,1.0,57.0,8.0,236,1,0,0,1.6635427018248592,8
0.0,0.0,29.0,12.0,237,1,0,0,9.988048373463311,14
1.0,1.0,27.0,1.0,238,0,1,0,-1.7460320834000056,1
0.0,1.0,23.0,2.0,239,1,0,0,-1.769088987283351,2
1.0,0.0,26.0,3.0,240,0,1,0,2.539681106059671,5
0.0,1.0,49.0,10.0,241,1,0,0,4.267629363211163,10
0.0,1.0,20.0,1.0,242,1,0,0,-2.5425564892634878,1
0.0,0.0,31.0,2.0,243,1,0,0,-0.16297329188326604,4
0.0,0.0,66.0,0.0,244,1,0,0,-4.805852435448343,2
0.0,0.0,46.0,0.0,245,1,0,0,-3.295635781982585,2
0.0,0.0,29.0,0.0,246,1,0,0,-2.01195162653669,2
0.0,1.0,26.0,8.0,247,1,0,0,4.004378514696785,8
0.0,0.0,24.0,3.0,248,1,0,0,1.3656025368297493,5
0.0,0.0,73.0,0.0,249,1,0,0,-5.3344282641613585,2
0.0,1.0,25.0,5.0,250,1,0,0,1.0798893473700728,5
0.0,0.0,29.0,11.0,251,1,0,0,8.988048373463311,13
0.0,1.0,20.0,0.0,252,1,0,0,-3.5425564892634878,0
0.0,0.0,30.0,0.0,253,1,0,0,-2.087462459209978,2
0.0,1.0,26.0,1.0,254,1,0,0,-2.9956214853032153,1
0.0,0.0,20.0,0.0,255,1,0,0,-1.3323541324770989,2
0.0,1.0,41.0,8.0,256,1,0,0,2.8717160245974664,8
0.0,1.0,25.0,0.0,257,1,0,0,-3.920110652629927,0
0.0,0.0,54.0,3.0,258,1,0,0,-0.899722443368888,5
0.0,0.0,44.0,0.0,259,1,0,0,-3.144614116636009,2
0.0,1.0,32.0,14.0,260,1,0,0,9.551313518657057,14
0.0,1.0,31.0,15.0,261,1,0,0,10.626824351330345,15
0.0,1.0,26.0,1.0,262,1,0,0,-2.9956214853032153,1
0.0,0.0,23.0,3.0,263,1,0,0,1.4411133695030374,5
0.0,1.0,22.0,1.0,264,1,0,0,-2.693578154610063,1
1.0,0.0,49.0,2.0,265,0,1,0,-0.1970680454259508,4
0.0,1.0,23.0,2.0,266,1,0,0,-1.769088987283351,2
0.0,1.0,46.0,12.0,267,1,0,0,6.494161861231026,12
0.0,1.0,47.0,5.0,268,1,0,0,-0.581348971442261,5
0.0,1.0,48.0,4.0,269,1,0,0,-1.6568598041155491,4
0.0,0.0,28.0,7.0,270,1,0,0,5.063559206136598,9
0.0,1.0,21.0,1.0,271,1,0,0,-2.618067321936776,1
0.0,1.0,21.0,0.0,272,1,0,0,-3.618067321936776,0
0.0,1.0,35.0,1.0,273,1,0,0,-3.675218979362806,1
1.0,1.0,33.0,0.0,274,0,1,0,-3.199097079439733,0
0.0,0.0,50.0,3.0,275,1,0,0,-0.5976791126757366,5
0.0,1.0,32.0,0.0,276,1,0,0,-4.448686481342943,0
1.0,0.0,30.0,0.0,277,0,1,0,-0.7623622246334809,2
0.0,1.0,22.0,2.0,278,1,0,0,-1.693578154610063,2
0.0,0.0,37.0,0.0,279,1,0,0,-2.6160382879229935,2
0.0,1.0,30.0,3.0,280,1,0,0,-1.2976648159963666,3
0.0,1.0,23.0,0.0,281,1,0,0,-3.769088987283351,0
0.0,1.0,27.0,0.0,282,1,0,0,-4.071132317976503,0
0.0,1.0,54.0,0.0,283,1,0,0,-6.109924800155277,0
0.0,1.0,24.0,0.0,284,1,0,0,-3.844599819956639,0
1.0,0.0,26.0,0.0,285,0,1,0,-0.4603188939403291,2
0.0,0.0,26.0,0.0,286,1,0,0,-1.7854191285168264,2
0.0,1.0,38.0,0.0,287,1,0,0,-4.90175147738267,0
1.0,1.0,41.0,2.0,288,0,1,0,-1.8031837408260367,2
0.0,0.0,28.0,2.0,289,1,0,0,0.06355920613659793,4
0.0,1.0,24.0,1.0,290,1,0,0,-2.844599819956639,1
0.0,0.0,33.0,3.0,291,1,0,0,0.6860050427701578,5
0.0,1.0,26.0,1.0,292,1,0,0,-2.9956214853032153,1
0.0,1.0,38.0,15.0,293,1,0,0,10.098248522617329,15
1.0,1.0,37.0,1.0,294,0,1,0,-2.5011404101328845,1
0.0,1.0,27.0,2.0,295,1,0,0,-2.0711323179765033,2
0.0,0.0,23.0,5.0,296,1,0,0,3.4411133695030376,7
0.0,1.0,31.0,6.0,297,1,0,0,1.6268243513303453,6
0.0,1.0,26.0,1.0,298,1,0,0,-2.9956214853032153,1
0.0,0.0,22.0,0.0,299,1,0,0,-1.4833757978236746,2
1.0,1.0,27.0,4.0,300,0,1,0,1.2539679165999944,4
0.0,1.0,25.0,1.0,301,1,0,0,-2.920110652629927,1
0.0,0.0,27.0,0.0,302,1,0,0,-1.8609299611901144,2
0.0,1.0,54.0,0.0,303,1,0,0,-6.109924800155277,0
0.0,1.0,29.0,3.0,304,1,0,0,-1.2221539833230786,3
0.0,0.0,20.0,0.0,305,1,0,0,-1.3323541324770989,2
0.0,0.0,24.0,2.0,306,1,0,0,0.3656025368297493,4
0.0,1.0,24.0,0.0,307,1,0,0,-3.844599819956639,0
0.0,1.0,25.0,0.0,308,1,0,0,-3.920110652629927,0
0.0,0.0,55.0,2.0,309,1,0,0,-1.975233276042176,4
0.0,1.0,28.0,0.0,310,1,0,0,-4.1466431506497905,0
1.0,0.0,22.0,0.0,311,0,1,0,-0.1582755632471775,2
0.0,1.0,28.0,8.0,312,1,0,0,3.8533568493502095,8
0.0,1.0,21.0,0.0,313,1,0,0,-3.618067321936776,0
0.0,1.0,20.0,1.0,314,1,0,0,-2.5425564892634878,1
0.0,1.0,32.0,14.0,315,1,0,0,9.551313518657057,14
0.0,1.0,27.0,2.0,316,1,0,0,-2.0711323179765033,2
0.0,1.0,22.0,1.0,317,1,0,0,-2.693578154610063,1
1.0,0.0,31.0,2.0,318,0,1,0,1.1621269426932315,4
0.0,1.0,33.0,4.0,319,1,0,0,-0.5241973140162308,4
0.0,0.0,52.0,1.0,320,1,0,0,-2.7487007780223127,3
0.0,1.0,34.0,0.0,321,1,0,0,-4.599708146689518,0
0.0,0.0,22.0,2.0,322,1,0,0,0.5166242021763254,4
0.0,0.0,37.0,3.0,323,1,0,0,0.38396171207700647,5
0.0,1.0,58.0,1.0,324,1,0,0,-5.411968130848429,1
1.0,0.0,58.0,0.0,325,0,1,0,-2.8766655394855425,2
0.0,1.0,25.0,0.0,326,1,0,0,-3.920110652629927,0
0.0,0.0,34.0,0.0,327,1,0,0,-2.3895057899031293,2
0.0,0.0,27.0,1.0,328,1,0,0,-0.8609299611901144,3
0.0,0.0,49.0,12.0,329,1,0,0,8.477831719997551,14
0.0,1.0,21.0,1.0,330,1,0,0,-2.618067321936776,1
0.0,1.0,27.0,0.0,331,1,0,0,-4.071132317976503,0
0.0,0.0,47.0,2.0,332,1,0,0,-1.3711466146558724,4
0.0,0.0,33.0,0.0,333,1,0,0,-2.313994957229842,2
0.0,1.0,23.0,1.0,334,1,0,0,-2.769088987283351,1
1.0,1.0,31.0,10.0,335,0,1,0,6.951924585906843,10
1.0,1.0,66.0,11.0,336,0,1,0,5.309045442341765,11
0.0,0.0,25.0,1.0,337,1,0,0,-0.7099082958435383,3
0.0,0.0,53.0,0.0,338,1,0,0,-3.8242116106956,2
0.0,1.0,33.0,9.0,339,1,0,0,4.475802685983769,9
0.0,0.0,29.0,6.0,340,1,0,0,3.98804837346331,8
0.0,0.0,20.0,0.0,341,1,0,0,-1.3323541324770989,2
0.0,1.0,54.0,2.0,342,1,0,0,-4.109924800155277,2
0.0,1.0,37.0,0.0,343,1,0,0,-4.826240644709382,0
0.0,0.0,22.0,5.0,344,1,0,0,3.5166242021763257,7
1.0,1.0,27.0,3.0,345,0,1,0,0.2539679165999944,3
0.0,0.0,45.0,0.0,346,1,0,0,-3.220124949309297,2
0.0,0.0,36.0,1.0,347,1,0,0,-1.5405274552497055,3
0.0,1.0,34.0,3.0,348,1,0,0,-1.599708146689518,3
0.0,1.0,38.0,9.0,349,1,0,0,4.09824852261733,9
0.0,0.0,42.0,0.0,350,1,0,0,-2.993592451289433,2
0.0,0.0,22.0,6.0,351,1,0,0,4.516624202176326,8
0.0,0.0,21.0,3.0,352,1,0,0,1.592135034849613,5
0.0,0.0,46.0,5.0,353,1,0,0,1.7043642180174148,7
1.0,1.0,28.0,0.0,354,0,1,0,-2.8215429160732937,0
0.0,0.0,41.0,3.0,355,1,0,0,0.0819183813838551,5
0.0,0.0,42.0,0.0,356,1,0,0,-2.993592451289433,2
0.0,1.0,51.0,0.0,357,1,0,0,-5.883392302135413,0
0.0,0.0,46.0,2.0,358,1,0,0,-1.2956357819825852,4
1.0,1.0,26.0,1.0,359,0,1,0,-1.6705212507267175,1
1.0,0.0,28.0,1.0,360,0,1,0,0.3886594407130952,3
1.0,1.0,36.0,0.0,361,0,1,0,-3.4256295774595973,0
0.0,0.0,63.0,0.0,362,1,0,0,-4.57931993742848,2
0.0,1.0,21.0,0.0,363,1,0,0,-3.618067321936776,0
0.0,1.0,33.0,0.0,364,1,0,0,-4.524197314016231,0
0.0,1.0,25.0,2.0,365,1,0,0,-1.9201106526299272,2
0.0,1.0,50.0,2.0,366,1,0,0,-3.8078814694621252,2
0.0,0.0,71.0,1.0,367,1,0,0,-4.183406598814782,3
0.0,0.0,46.0,0.0,368,1,0,0,-3.295635781982585,2
0.0,1.0,57.0,1.0,369,1,0,0,-5.336457298175141,1
0.0,1.0,44.0,0.0,370,1,0,0,-5.354816473422398,0
0.0,1.0,25.0,1.0,371,1,0,0,-2.920110652629927,1
0.0,0.0,55.0,7.0,372,1,0,0,3.024766723957824,9
1.0,1.0,36.0,1.0,373,0,1,0,-2.4256295774595973,1
0.0,1.0,29.0,5.0,374,1,0,0,0.7778460166769214,5
0.0,1.0,50.0,4.0,375,1,0,0,-1.8078814694621252,4
0.0,1.0,36.0,5.0,376,1,0,0,0.24927018796390588,5
0.0,1.0,34.0,1.0,377,1,0,0,-3.599708146689518,1
0.0,1.0,51.0,15.0,378,1,0,0,9.116607697864588,15
0.0,1.0,25.0,1.0,379,1,0,0,-2.920110652629927,1
0.0,1.0,30.0,6.0,380,1,0,0,1.7023351840036334,6
0.0,0.0,36.0,1.0,381,1,0,0,-1.5405274552497055,3
0.0,1.0,33.0,4.0,382,1,0,0,-0.5241973140162308,4
0.0,0.0,22.0,0.0,383,1,0,0,-1.4833757978236746,2
0.0,1.0,28.0,5.0,384,1,0,0,0.8533568493502095,5
1.0,1.0,39.0,1.0,385,0,1,0,-2.6521620754794606,1
0.0,1.0,34.0,2.0,386,1,0,0,-2.599708146689518,2
0.0,1.0,21.0,0.0,387,1,0,0,-3.618067321936776,0
0.0,0.0,56.0,5.0,388,1,0,0,0.9492558912845359,7
0.0,1.0,22.0,0.0,389,1,0,0,-3.693578154610063,0
0.0,1.0,22.0,1.0,390,1,0,0,-2.693578154610063,1
0.0,1.0,30.0,0.0,391,1,0,0,-4.297664815996367,0
1.0,1.0,43.0,2.0,392,0,1,0,-1.954205406172612,2
0.0,0.0,22.0,1.0,393,1,0,0,-0.48337579782367457,3
0.0,1.0,36.0,26.0,394,1,0,0,21.249270187963905,26
1.0,0.0,28.0,0.0,395,0,1,0,-0.6113405592869048,2
