age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree_enc,sex_enc,race_enc,id
70.0,0,0,0,0,0,0.0,1.0,80
25.0,0,0,0,0,0,0.0,1.0,81
35.0,4,0,0,0,1,0.0,0.0,82
62.0,2,0,0,0,1,0.0,0.0,83
20.0,2,0,0,0,1,0.0,0.0,84
32.0,4,0,0,0,1,0.0,1.0,85
57.0,19,0,0,0,1,0.0,1.0,86
28.0,18,0,1,0,1,0.0,1.0,87
45.0,4,0,0,0,1,0.0,0.0,88
47.0,4,0,0,0,1,0.0,0.0,89
24.0,2,0,0,0,1,1.0,0.0,90
42.0,8,0,0,0,1,0.0,1.0,91
35.0,1,0,0,0,0,0.0,1.0,92
22.0,1,0,0,0,1,0.0,1.0,93
30.0,4,0,0,0,0,0.0,0.0,94
37.0,2,0,0,0,1,0.0,0.0,95
25.0,2,1,0,0,1,0.0,1.0,96
28.0,5,0,0,0,0,0.0,1.0,97
35.0,1,0,0,0,1,0.0,1.0,98
27.0,11,1,2,0,1,0.0,1.0,99
28.0,25,0,0,0,1,0.0,1.0,100
45.0,4,0,0,0,0,0.0,0.0,101
39.0,0,0,0,0,1,1.0,1.0,102
25.0,3,0,0,2,0,0.0,1.0,103
23.0,12,0,0,1,1,0.0,0.0,104
27.0,15,0,0,0,1,0.0,1.0,105
44.0,9,0,0,0,1,0.0,1.0,106
31.0,2,0,0,0,0,1.0,0.0,107
26.0,12,0,0,1,0,0.0,1.0,108
71.0,15,0,0,0,1,0.0,0.0,109
45.0,20,1,0,1,0,0.0,1.0,110
49.0,2,0,0,0,0,0.0,0.0,111
23.0,0,0,0,0,0,1.0,1.0,112
54.0,3,0,0,0,1,0.0,1.0,113
27.0,2,0,0,0,1,0.0,0.0,114
21.0,2,0,1,0,0,0.0,1.0,115
45.0,3,0,0,0,0,0.0,0.0,116
41.0,0,0,0,0,1,1.0,1.0,117
66.0,2,0,0,0,0,0.0,0.0,118
58.0,4,0,0,0,1,0.0,0.0,119
27.0,4,0,0,0,1,0.0,0.0,120
50.0,3,0,0,0,0,0.0,1.0,121
64.0,0,0,0,0,1,0.0,1.0,122
72.0,3,0,0,0,0,0.0,0.0,123
26.0,6,0,1,0,1,0.0,1.0,124
32.0,1,0,0,0,1,0.0,1.0,125
33.0,3,0,0,0,1,0.0,0.0,126
39.0,3,0,0,0,1,0.0,0.0,127
29.0,0,0,0,0,1,0.0,1.0,128
30.0,7,0,0,0,1,0.0,1.0,129
56.0,5,0,0,0,0,0.0,0.0,130
30.0,5,0,1,1,1,0.0,0.0,131
55.0,2,0,0,0,1,1.0,0.0,132
24.0,2,0,0,0,1,1.0,0.0,133
29.0,0,0,0,0,0,0.0,1.0,134
21.0,2,0,0,0,1,0.0,0.0,135
29.0,3,0,0,0,0,0.0,0.0,136
25.0,5,0,0,0,1,0.0,1.0,137
20.0,0,0,0,0,1,1.0,1.0,138
33.0,1,0,0,0,1,0.0,1.0,139
51.0,3,0,0,0,1,0.0,1.0,140
34.0,5,0,0,0,1,0.0,1.0,141
35.0,5,0,0,1,1,0.0,1.0,142
31.0,5,0,0,0,1,0.0,0.0,143
35.0,12,0,0,0,1,1.0,1.0,144
42.0,1,0,0,0,1,0.0,1.0,145
23.0,2,0,0,0,1,0.0,1.0,146
33.0,8,0,0,0,0,0.0,1.0,147
34.0,0,0,0,0,1,0.0,1.0,148
52.0,2,0,0,0,1,0.0,0.0,149
22.0,0,0,0,1,1,0.0,1.0,150
55.0,13,0,0,0,0,0.0,0.0,151
37.0,0,0,0,0,0,1.0,1.0,152
29.0,6,0,0,0,1,0.0,1.0,153
24.0,0,0,0,0,0,0.0,1.0,154
22.0,3,0,0,0,1,0.0,1.0,155
24.0,4,0,0,2,1,0.0,0.0,156
30.0,2,0,0,0,1,0.0,0.0,157
72.0,5,0,0,0,1,0.0,0.0,158
38.0,10,0,1,0,0,0.0,1.0,159
54.0,4,0,0,0,1,0.0,1.0,160
52.0,1,0,0,0,0,0.0,1.0,161
45.0,3,0,0,0,0,0.0,0.0,162
42.0,3,0,0,0,1,0.0,1.0,163
43.0,2,0,0,0,1,0.0,0.0,164
38.0,0,0,0,0,1,0.0,1.0,165
31.0,11,0,0,0,0,0.0,0.0,166
30.0,2,0,0,0,1,1.0,0.0,167
56.0,11,0,0,0,0,0.0,0.0,168
31.0,2,0,0,0,1,0.0,0.0,169
29.0,11,0,1,0,1,1.0,1.0,170
50.0,3,0,0,0,1,0.0,0.0,171
44.0,2,0,0,0,0,1.0,0.0,172
20.0,0,0,0,0,1,0.0,1.0,173
23.0,2,0,0,0,1,0.0,1.0,174
25.0,0,0,0,0,0,1.0,1.0,175
22.0,2,0,0,0,1,0.0,1.0,176
30.0,5,0,0,1,1,0.0,1.0,177
37.0,2,0,0,0,1,0.0,0.0,178
28.0,11,0,0,0,1,0.0,0.0,179
36.0,0,0,0,0,0,1.0,1.0,180
44.0,18,3,0,0,0,0.0,0.0,181
25.0,3,0,1,1,0,0.0,1.0,182
26.0,0,0,0,0,0,0.0,1.0,183
26.0,13,0,0,0,0,0.0,1.0,184
43.0,3,0,0,0,1,0.0,0.0,185
23.0,1,0,0,0,0,0.0,1.0,186
37.0,4,0,0,0,0,0.0,1.0,187
26.0,11,0,1,1,1,0.0,1.0,188
51.0,4,0,0,0,0,0.0,0.0,189
31.0,1,0,0,0,0,0.0,1.0,190
22.0,0,0,0,1,1,0.0,1.0,191
24.0,4,0,0,0,0,0.0,0.0,192
51.0,2,0,0,0,0,1.0,0.0,193
35.0,8,0,0,0,0,0.0,1.0,194
30.0,2,0,0,0,1,0.0,0.0,195
39.0,9,0,0,0,1,0.0,1.0,196
19.0,3,2,1,1,1,0.0,1.0,197
46.0,3,0,0,0,0,0.0,0.0,198
28.0,2,0,0,0,1,1.0,0.0,199
28.0,5,0,0,0,1,0.0,1.0,200
38.0,3,0,0,0,1,0.0,0.0,201
41.0,11,0,0,0,0,0.0,0.0,202
24.0,1,0,0,0,0,0.0,1.0,203
30.0,11,0,0,2,0,0.0,1.0,204
55.0,5,0,0,0,1,0.0,1.0,205
39.0,4,0,0,0,1,0.0,0.0,206
52.0,7,0,0,0,0,0.0,1.0,207
22.0,0,0,0,0,1,0.0,1.0,208
30.0,3,0,0,0,1,1.0,1.0,209
42.0,1,0,0,0,1,1.0,1.0,210
60.0,0,0,0,0,1,0.0,1.0,211
63.0,0,0,0,0,0,0.0,1.0,212
26.0,4,0,1,0,0,0.0,1.0,213
29.0,0,0,0,0,0,0.0,1.0,214
20.0,6,0,0,0,1,1.0,0.0,215
40.0,0,0,0,0,1,0.0,1.0,216
38.0,2,0,0,0,1,1.0,0.0,217
47.0,3,0,0,0,1,0.0,1.0,218
36.0,4,0,0,0,1,1.0,1.0,219
23.0,0,0,0,0,1,0.0,1.0,220
21.0,2,0,0,0,1,0.0,0.0,221
38.0,16,2,3,0,0,0.0,1.0,222
24.0,1,0,0,1,1,0.0,1.0,223
25.0,7,0,0,0,1,0.0,0.0,224
30.0,0,0,0,0,0,0.0,1.0,225
34.0,2,0,0,0,1,0.0,0.0,226
44.0,0,0,0,0,1,0.0,1.0,227
25.0,3,0,1,1,1,0.0,1.0,228
25.0,8,0,0,2,1,0.0,1.0,229
21.0,0,0,0,0,1,0.0,1.0,230
21.0,1,0,0,1,1,0.0,1.0,231
50.0,7,0,0,0,1,0.0,1.0,232
25.0,3,0,1,0,0,0.0,1.0,233
29.0,7,0,0,0,1,0.0,0.0,234
28.0,3,0,0,0,0,0.0,1.0,235
57.0,8,0,0,0,1,0.0,1.0,236
29.0,14,0,0,0,0,0.0,0.0,237
27.0,1,0,0,0,1,1.0,1.0,238
23.0,2,0,0,1,0,0.0,1.0,239
26.0,5,0,0,0,0,1.0,0.0,240
49.0,10,0,0,0,1,0.0,1.0,241
20.0,1,0,0,0,1,0.0,1.0,242
31.0,4,0,0,0,0,0.0,0.0,243
66.0,2,0,0,0,0,0.0,0.0,244
46.0,2,0,0,0,1,0.0,0.0,245
29.0,2,0,0,0,1,0.0,0.0,246
26.0,8,0,1,1,1,0.0,1.0,247
24.0,5,0,2,0,1,0.0,0.0,248
73.0,2,0,0,0,0,0.0,0.0,249
25.0,5,0,1,2,1,0.0,1.0,250
29.0,13,0,0,1,1,0.0,0.0,251
20.0,0,0,0,0,1,0.0,1.0,252
30.0,2,0,0,0,1,0.0,0.0,253
26.0,1,0,0,0,1,0.0,1.0,254
20.0,2,0,0,0,1,0.0,0.0,255
41.0,8,0,0,0,1,0.0,1.0,256
25.0,0,0,0,0,0,0.0,1.0,257
54.0,5,0,0,0,0,0.0,0.0,258
44.0,2,0,0,0,0,0.0,0.0,259
32.0,14,0,1,0,1,0.0,1.0,260
31.0,15,0,0,0,1,0.0,1.0,261
26.0,1,0,0,0,1,0.0,1.0,262
23.0,5,0,0,0,1,0.0,0.0,263
22.0,1,0,0,0,1,0.0,1.0,264
49.0,4,0,0,0,0,1.0,0.0,265
23.0,2,0,1,2,1,0.0,1.0,266
46.0,12,0,0,0,0,0.0,1.0,267
47.0,5,0,0,0,1,0.0,1.0,268
48.0,4,0,0,0,1,0.0,1.0,269
28.0,9,0,0,0,1,0.0,0.0,270
21.0,1,0,1,0,1,0.0,1.0,271
21.0,0,0,0,0,0,0.0,1.0,272
35.0,1,0,0,0,1,0.0,1.0,273
33.0,0,0,0,0,0,1.0,1.0,274
50.0,5,0,0,0,1,0.0,0.0,275
32.0,0,0,0,0,1,0.0,1.0,276
30.0,2,0,0,0,0,1.0,0.0,277
22.0,2,0,0,0,0,0.0,1.0,278
37.0,2,0,0,0,0,0.0,0.0,279
30.0,3,0,0,0,0,0.0,1.0,280
23.0,0,0,0,0,1,0.0,1.0,281
27.0,0,0,0,0,0,0.0,1.0,282
54.0,0,0,0,0,0,0.0,1.0,283
24.0,0,0,0,0,0,0.0,1.0,284
26.0,2,0,0,0,1,1.0,0.0,285
26.0,2,0,0,0,0,0.0,0.0,286
38.0,0,0,0,0,1,0.0,1.0,287
41.0,2,0,0,0,1,1.0,1.0,288
28.0,4,0,0,0,1,0.0,0.0,289
24.0,1,0,0,0,1,0.0,1.0,290
33.0,5,0,0,0,1,0.0,0.0,291
26.0,1,0,0,0,1,0.0,1.0,292
38.0,15,0,0,0,1,0.0,1.0,293
37.0,1,0,0,0,1,1.0,1.0,294
27.0,2,0,0,0,1,0.0,1.0,295
23.0,7,1,0,1,0,0.0,0.0,296
31.0,6,0,0,0,1,0.0,1.0,297
26.0,1,0,0,0,1,0.0,1.0,298
22.0,2,0,0,0,1,0.0,0.0,299
27.0,4,0,0,0,1,1.0,1.0,300
25.0,1,0,0,0,1,0.0,1.0,301
27.0,2,0,0,0,1,0.0,0.0,302
54.0,0,0,0,0,0,0.0,1.0,303
29.0,3,1,0,0,1,0.0,1.0,304
20.0,2,0,0,0,1,0.0,0.0,305
24.0,4,0,0,0,1,0.0,0.0,306
24.0,0,0,0,0,0,0.0,1.0,307
25.0,0,0,0,0,0,0.0,1.0,308
55.0,4,0,0,0,0,0.0,0.0,309
28.0,0,0,0,0,0,0.0,1.0,310
22.0,2,0,0,0,0,1.0,0.0,311
28.0,8,0,0,0,1,0.0,1.0,312
21.0,0,0,0,0,1,0.0,1.0,313
20.0,1,1,0,1,1,0.0,1.0,314
32.0,14,0,0,0,1,0.0,1.0,315
27.0,2,0,0,0,1,0.0,1.0,316
22.0,1,0,0,0,0,0.0,1.0,317
31.0,4,0,0,1,1,1.0,0.0,318
33.0,4,0,0,0,1,0.0,1.0,319
52.0,3,0,0,0,1,0.0,0.0,320
34.0,0,0,0,0,1,0.0,1.0,321
22.0,4,0,0,1,0,0.0,0.0,322
37.0,5,0,0,0,1,0.0,0.0,323
58.0,1,0,0,0,1,0.0,1.0,324
58.0,2,0,0,0,0,1.0,0.0,325
25.0,0,0,0,0,1,0.0,1.0,326
34.0,2,0,0,1,1,0.0,0.0,327
27.0,3,0,0,0,1,0.0,0.0,328
49.0,14,0,0,0,1,0.0,0.0,329
21.0,1,0,0,0,0,0.0,1.0,330
27.0,0,0,0,0,0,0.0,1.0,331
47.0,4,0,0,0,1,0.0,0.0,332
33.0,2,0,0,0,1,0.0,0.0,333
23.0,1,0,0,0,1,0.0,1.0,334
31.0,10,0,0,0,1,1.0,1.0,335
66.0,11,0,0,0,1,1.0,1.0,336
25.0,3,0,0,0,0,0.0,0.0,337
53.0,2,0,0,0,1,0.0,0.0,338
33.0,9,0,0,1,0,0.0,1.0,339
29.0,8,0,0,0,1,0.0,0.0,340
20.0,2,0,0,0,1,0.0,0.0,341
54.0,2,0,0,0,0,0.0,1.0,342
37.0,0,0,0,0,1,0.0,1.0,343
22.0,7,0,0,0,0,0.0,0.0,344
27.0,3,0,0,1,1,1.0,1.0,345
45.0,2,0,0,0,1,0.0,0.0,346
36.0,3,0,0,0,1,0.0,0.0,347
34.0,3,0,0,1,1,0.0,1.0,348
38.0,9,1,1,0,1,0.0,1.0,349
42.0,2,0,0,0,0,0.0,0.0,350
22.0,8,0,0,0,1,0.0,0.0,351
21.0,5,0,0,0,0,0.0,0.0,352
46.0,7,0,0,0,0,0.0,0.0,353
28.0,0,0,0,0,1,1.0,1.0,354
41.0,5,0,0,0,0,0.0,0.0,355
42.0,2,0,0,0,1,0.0,0.0,356
51.0,0,0,0,0,1,0.0,1.0,357
46.0,4,0,0,0,1,0.0,0.0,358
26.0,1,0,0,0,1,1.0,1.0,359
28.0,3,0,0,0,1,1.0,0.0,360
36.0,0,0,0,0,1,1.0,1.0,361
63.0,2,0,0,0,0,0.0,0.0,362
21.0,0,0,0,0,1,0.0,1.0,363
33.0,0,0,0,0,1,0.0,1.0,364
25.0,2,0,0,0,1,0.0,1.0,365
50.0,2,0,0,0,0,0.0,1.0,366
71.0,3,0,0,0,0,0.0,0.0,367
46.0,2,0,0,0,0,0.0,0.0,368
57.0,1,0,0,0,1,0.0,1.0,369
44.0,0,0,0,0,0,0.0,1.0,370
25.0,1,0,0,0,1,0.0,1.0,371
55.0,9,0,0,0,1,0.0,0.0,372
36.0,1,0,0,0,1,1.0,1.0,373
29.0,5,0,0,0,1,0.0,1.0,374
50.0,4,0,0,0,1,0.0,1.0,375
36.0,5,0,0,0,0,0.0,1.0,376
34.0,1,0,0,0,1,0.0,1.0,377
51.0,15,0,0,0,1,0.0,1.0,378
25.0,1,0,0,0,1,0.0,1.0,379
30.0,6,0,0,0,1,0.0,1.0,380
36.0,3,0,0,0,1,0.0,0.0,381
33.0,4,0,0,0,1,0.0,1.0,382
22.0,2,0,0,0,1,0.0,0.0,383
28.0,5,0,0,0,1,0.0,1.0,384
39.0,1,0,0,0,1,1.0,1.0,385
34.0,2,0,0,0,1,0.0,1.0,386
21.0,0,0,0,0,0,0.0,1.0,387
56.0,7,0,0,0,0,0.0,0.0,388
22.0,0,0,0,0,0,0.0,1.0,389
22.0,1,0,0,0,0,0.0,1.0,390
30.0,0,0,0,0,1,0.0,1.0,391
43.0,2,0,0,0,1,1.0,1.0,392
22.0,3,0,0,0,1,0.0,0.0,393
36.0,26,1,0,0,1,0.0,1.0,394
28.0,2,0,0,0,0,1.0,0.0,395
26.0,18,1,1,0,1,0.0,1.0,396
26.0,1,0,0,0,1,0.0,1.0,397
40.0,1,0,0,0,1,0.0,1.0,398
27.0,4,0,0,0,1,0.0,0.0,399
24.0,5,0,0,0,1,0.0,0.0,400
29.0,5,0,0,0,1,1.0,1.0,401
20.0,0,0,0,0,1,1.0,1.0,402
25.0,0,0,0,0,1,1.0,1.0,403
50.0,5,0,0,0,1,1.0,0.0,404
27.0,3,0,0,0,1,0.0,1.0,405
55.0,1,0,0,0,0,1.0,1.0,406
22.0,3,0,1,0,1,0.0,1.0,407
42.0,1,0,0,0,0,0.0,1.0,408
24.0,2,0,0,0,1,0.0,0.0,409
25.0,2,0,0,0,0,1.0,0.0,410
68.0,2,0,0,0,0,0.0,0.0,411
37.0,2,0,0,0,0,0.0,0.0,412
27.0,0,0,0,0,0,0.0,1.0,413
56.0,2,0,0,0,0,0.0,0.0,414
24.0,2,0,0,0,1,0.0,1.0,415
27.0,5,0,0,0,0,0.0,1.0,416
29.0,10,0,0,0,1,0.0,1.0,417
23.0,1,0,0,0,1,1.0,1.0,418
39.0,3,0,0,0,0,1.0,0.0,419
41.0,13,0,0,0,1,0.0,1.0,420
24.0,2,0,0,0,0,0.0,1.0,421
29.0,0,0,0,0,0,0.0,1.0,422
25.0,0,0,0,0,1,0.0,1.0,423
22.0,2,1,0,0,1,0.0,1.0,424
52.0,6,0,0,0,0,0.0,0.0,425
43.0,4,0,0,0,0,0.0,1.0,426
37.0,0,0,0,0,1,0.0,1.0,427
29.0,4,1,1,1,1,0.0,1.0,428
43.0,3,0,0,0,0,0.0,1.0,429
27.0,11,0,0,0,1,0.0,1.0,430
44.0,2,0,0,0,1,0.0,0.0,431
31.0,10,0,0,1,1,0.0,1.0,432
24.0,0,0,0,0,1,0.0,1.0,433
22.0,0,0,0,2,1,0.0,1.0,434
21.0,0,0,0,0,1,0.0,1.0,435
33.0,2,0,0,0,0,0.0,1.0,436
29.0,5,0,0,0,1,0.0,0.0,437
32.0,2,0,0,0,0,0.0,1.0,438
28.0,18,0,0,0,1,0.0,1.0,439
28.0,9,0,0,0,1,0.0,1.0,440
36.0,5,0,0,0,0,0.0,1.0,441
31.0,6,0,0,0,0,0.0,0.0,442
29.0,12,0,1,0,1,1.0,0.0,443
49.0,3,0,0,0,1,0.0,0.0,444
25.0,2,0,0,0,1,1.0,1.0,445
21.0,1,0,0,1,1,0.0,1.0,446
47.0,1,0,0,0,0,0.0,1.0,447
25.0,5,0,0,0,1,1.0,1.0,448
35.0,17,0,1,0,0,0.0,1.0,449
26.0,1,0,0,0,0,0.0,1.0,450
54.0,21,0,0,0,1,0.0,1.0,451
45.0,15,0,0,0,1,0.0,1.0,452
22.0,3,0,0,0,1,0.0,0.0,453
26.0,1,0,0,0,0,0.0,1.0,454
22.0,4,1,0,0,1,0.0,0.0,455
20.0,0,0,0,0,1,0.0,1.0,456
52.0,8,0,0,0,1,0.0,0.0,457
36.0,9,0,0,0,1,1.0,0.0,458
32.0,7,0,0,0,1,0.0,0.0,459
36.0,7,0,0,0,1,1.0,1.0,460
30.0,11,0,0,0,1,0.0,1.0,461
31.0,15,0,2,0,1,0.0,1.0,462
26.0,20,0,2,2,1,0.0,1.0,463
25.0,4,0,0,0,1,0.0,1.0,464
24.0,1,0,0,0,1,0.0,1.0,465
24.0,0,0,0,0,0,0.0,1.0,466
51.0,11,0,0,0,0,0.0,1.0,467
56.0,3,0,0,0,1,0.0,0.0,468
38.0,2,0,0,0,1,1.0,0.0,469
58.0,7,0,0,0,0,0.0,0.0,470
24.0,2,0,0,0,1,0.0,0.0,471
38.0,7,0,0,0,1,0.0,0.0,472
33.0,8,0,0,0,1,0.0,0.0,473
59.0,5,0,0,0,0,0.0,1.0,474
27.0,1,0,0,0,0,0.0,1.0,475
53.0,5,0,0,0,0,0.0,0.0,476
23.0,2,0,0,0,0,0.0,0.0,477
33.0,2,0,0,0,0,1.0,0.0,478
38.0,3,0,0,0,1,1.0,1.0,479
23.0,2,0,0,0,0,0.0,0.0,480
28.0,5,1,0,0,1,0.0,1.0,481
27.0,8,0,0,0,1,0.0,1.0,482
24.0,8,0,0,2,1,0.0,0.0,483
52.0,2,0,0,0,0,1.0,0.0,484
28.0,1,0,0,0,1,0.0,1.0,485
29.0,2,0,0,0,0,0.0,0.0,486
46.0,2,0,0,0,1,1.0,1.0,487
37.0,7,0,0,0,1,0.0,0.0,488
21.0,5,0,0,0,0,0.0,1.0,489
47.0,2,0,0,0,0,0.0,0.0,490
57.0,19,0,0,0,1,0.0,1.0,491
51.0,0,0,0,0,0,0.0,1.0,492
26.0,2,0,0,0,0,0.0,0.0,493
29.0,0,0,0,0,1,0.0,1.0,494
34.0,2,0,0,0,0,0.0,0.0,495
51.0,8,0,0,0,0,0.0,1.0,496
35.0,4,0,0,0,1,0.0,0.0,497
33.0,2,0,0,0,1,0.0,0.0,498
37.0,0,0,0,0,0,1.0,1.0,499
33.0,1,0,0,0,1,0.0,1.0,500
54.0,6,0,0,0,1,1.0,1.0,501
28.0,3,0,0,0,0,0.0,0.0,502
49.0,2,0,0,0,1,0.0,1.0,503
26.0,12,0,0,3,0,0.0,0.0,504
53.0,0,0,0,0,1,1.0,1.0,505
27.0,8,0,0,0,1,1.0,0.0,506
27.0,6,0,0,0,1,0.0,1.0,507
41.0,24,1,1,0,1,0.0,1.0,508
31.0,7,0,0,0,1,0.0,0.0,509
46.0,2,0,0,0,0,0.0,0.0,510
34.0,5,0,0,0,1,0.0,1.0,511
27.0,1,0,0,0,0,1.0,1.0,512
24.0,11,0,0,1,0,1.0,1.0,513
45.0,15,0,0,0,1,0.0,1.0,514
22.0,0,0,0,0,1,0.0,1.0,515
21.0,1,0,0,0,1,0.0,1.0,516
35.0,6,0,0,0,1,0.0,0.0,517
25.0,5,0,0,0,1,0.0,1.0,518
52.0,3,0,0,0,1,0.0,0.0,519
60.0,2,0,0,0,1,1.0,0.0,520
21.0,2,0,0,0,0,0.0,0.0,521
56.0,2,0,0,0,0,1.0,1.0,522
32.0,0,0,0,0,1,1.0,1.0,523
29.0,0,0,0,0,0,1.0,1.0,524
37.0,12,1,0,1,0,0.0,1.0,525
32.0,4,0,0,0,1,0.0,1.0,526
43.0,0,0,0,0,1,0.0,1.0,527
28.0,0,0,0,0,0,0.0,1.0,528
28.0,3,0,0,0,1,0.0,0.0,529
25.0,0,0,0,0,0,1.0,1.0,530
22.0,0,0,0,0,1,1.0,1.0,531
23.0,2,0,0,0,1,1.0,1.0,532
26.0,5,0,0,1,0,0.0,0.0,533
32.0,0,0,0,0,1,0.0,1.0,534
39.0,2,0,0,0,0,0.0,0.0,535
61.0,2,0,0,0,1,1.0,0.0,536
34.0,12,0,0,0,1,0.0,1.0,537
28.0,11,0,1,0,1,0.0,1.0,538
27.0,2,0,0,0,1,0.0,0.0,539
42.0,0,0,0,0,1,0.0,1.0,540
41.0,5,0,0,0,1,1.0,0.0,541
31.0,2,0,0,0,1,1.0,1.0,542
33.0,3,0,0,0,1,0.0,1.0,543
48.0,10,1,0,0,1,0.0,1.0,544
71.0,5,0,0,0,0,0.0,0.0,545
21.0,3,0,0,0,1,0.0,0.0,546
25.0,2,0,0,0,0,1.0,0.0,547
31.0,2,0,0,0,1,0.0,0.0,548
60.0,3,0,0,0,1,0.0,0.0,549
23.0,0,0,0,0,0,0.0,1.0,550
25.0,2,0,0,0,0,1.0,0.0,551
36.0,2,0,0,0,1,0.0,0.0,552
32.0,4,0,0,0,1,0.0,0.0,553
22.0,4,0,1,0,1,0.0,0.0,554
44.0,11,0,1,0,1,1.0,1.0,555
37.0,4,0,0,0,0,0.0,1.0,556
31.0,5,0,0,0,1,0.0,1.0,557
32.0,1,0,0,0,1,0.0,1.0,558
31.0,1,0,0,0,0,1.0,1.0,559
34.0,5,0,0,0,1,1.0,1.0,560
51.0,5,0,0,0,0,0.0,1.0,561
49.0,13,2,0,0,1,0.0,1.0,562
24.0,11,0,0,1,0,0.0,0.0,563
30.0,13,0,2,2,1,0.0,1.0,564
30.0,7,0,0,0,1,1.0,0.0,565
20.0,2,0,0,0,0,0.0,0.0,566
20.0,3,0,1,1,1,0.0,0.0,567
34.0,2,0,0,0,1,1.0,0.0,568
22.0,0,0,0,0,1,0.0,1.0,569
35.0,6,0,0,0,1,0.0,1.0,570
34.0,4,0,0,0,1,0.0,1.0,571
26.0,1,0,0,0,1,1.0,1.0,572
37.0,2,0,0,0,0,0.0,0.0,573
32.0,19,0,3,0,1,0.0,1.0,574
45.0,2,0,0,0,0,1.0,0.0,575
27.0,1,0,0,0,1,0.0,1.0,576
26.0,6,0,0,0,1,1.0,0.0,577
41.0,2,0,0,0,0,0.0,0.0,578
